symbol1,symbol2,dbs,evidence type,methods,ntissues,pmids,uniprot1,uniprot2,go1,go2
BTG2,DUSP1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:0051384, GO:0008330, GO:0051019, GO:0000188, GO:0043407, GO:0009416, GO:0035335, GO:0035556, GO:0042981, GO:0043409, GO:0005737, GO:0032355, GO:0005634, GO:0019838, GO:0043065, GO:0043066, GO:0035970, GO:0008285, GO:0032526, GO:0008138, GO:0070262, GO:2000279, GO:0017017, GO:0090266, GO:0051592, GO:0032870, GO:0051591, GO:0071850, GO:0051447, GO:0042542, GO:0004725, GO:0004722, GO:0033574, GO:0005515, GO:0070373"
NABP1,PNP,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784","GO:0007631, GO:0006738, GO:0046638, GO:0034356, GO:0008144, GO:1904813, GO:0001664, GO:0006195, GO:0006955, GO:0001882, GO:0005737, GO:0006139, GO:0007218, GO:0070062, GO:0004731, GO:0005634, GO:0034418, GO:0002060, GO:0043101, GO:0007186, GO:0005179, GO:0005856, GO:0070970, GO:0009306, GO:0042102, GO:0034774, GO:0007267, GO:0042301, GO:0005615, GO:0005184, GO:0010469, GO:0005829, GO:0042493, GO:0043312, GO:0005622, GO:0006148, GO:0005576"
NABP1,RARRES1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784","GO:0008285, GO:0016021, GO:0070062"
GADD45A,SLC2A3,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0000185, GO:0071260, GO:2000379, GO:0005737, GO:0005654, GO:0071479, GO:0005634, GO:0043065, GO:0042803, GO:0016607, GO:0006469, GO:1900745, GO:0006281, GO:0006915, GO:0007050, GO:0019900, GO:0046330, GO:0006977, GO:0071850, GO:0042770, GO:0006974, GO:0000979, GO:0047485, GO:0051726, GO:0000079, GO:0007098, GO:0005515, GO:0046982","GO:0005355, GO:0019852, GO:0030667, GO:0005975, GO:0070062, GO:0070821, GO:0016021, GO:0070837, GO:0043312, GO:0055056, GO:0035579, GO:0101003, GO:0005887, GO:0005886, GO:1904659, GO:0033300, GO:0005536"
NABP1,TIMP1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784","GO:0005125, GO:0019221, GO:0005788, GO:0008270, GO:0043086, GO:0051045, GO:0044267, GO:0005615, GO:0031093, GO:0002576, GO:0070062, GO:0043066, GO:0002020, GO:1901164, GO:0022617, GO:0002248, GO:0008284, GO:0034097, GO:1905049, GO:0043687, GO:2001044, GO:0001775, GO:0051216, GO:0030414, GO:0010951, GO:0008191, GO:0043434, GO:0010033, GO:0008083, GO:0005604, GO:0007568, GO:0010469, GO:0005576, GO:0005515, GO:0009725, GO:0005578"
IER5L,NABP1,,exp,coexpression,0,,xxxxxx,xxxxxx,,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784"
ADAMTS9,NABP1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0005783, GO:0031012, GO:0003179, GO:0008270, GO:0003229, GO:1903671, GO:0007275, GO:0008237, GO:0005615, GO:0006508, GO:0004222, GO:0009986, GO:0062023, GO:0090673, GO:0016192, GO:0043231, GO:0010596, GO:0030198, GO:0006516, GO:0015031, GO:0035909, GO:0045636","GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784"
NABP1,TOB1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784","GO:0005070, GO:0008285, GO:0030509, GO:0009967, GO:0005634, GO:0003714, GO:0030971, GO:0060213, GO:1903507, GO:0046332, GO:0060390, GO:0030014, GO:0060212, GO:1900153, GO:0005515, GO:0017148, GO:0010468, GO:0030514, GO:0045668, GO:0005737"
BTG2,IER3,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:0014066, GO:0016021, GO:0005634, GO:0006915, GO:0043066, GO:0005515, GO:2001020, GO:0009653, GO:0005829"
ADAMTS4,BTG2,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0016607, GO:0004222, GO:0002020, GO:0031012, GO:0001501, GO:0005576, GO:0005515, GO:0006508, GO:0008233, GO:0046872, GO:0022617, GO:0008237, GO:0005615","GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148"
NABP1,OSMR,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784","GO:0008284, GO:0043235, GO:0004924, GO:0019221, GO:0009897, GO:0016324, GO:0038165, GO:0019838, GO:0019955, GO:0005900, GO:0005886, GO:0004896, GO:0002675, GO:0034097"
BTG2,C11orf96,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148",
NABP1,NAMPT,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784","GO:0032922, GO:0005125, GO:0034356, GO:0008144, GO:0014070, GO:0047280, GO:0060612, GO:0051770, GO:0016607, GO:0070062, GO:0030054, GO:0010469, GO:0042802, GO:0042803, GO:0008284, GO:0008286, GO:0007623, GO:0048661, GO:0007267, GO:0004514, GO:0007565, GO:0005829, GO:0045944, GO:0005515, GO:0007165"
BTG2,NR4A1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:0001077, GO:0008270, GO:0043401, GO:0003677, GO:0045444, GO:0004879, GO:0043565, GO:0030522, GO:0071376, GO:0005634, GO:0044344, GO:0005654, GO:0006367, GO:0035767, GO:0000981, GO:0000977, GO:0035259, GO:0061469, GO:0005667, GO:0031965, GO:0045786, GO:0005829, GO:0003707, GO:0001938, GO:0045944, GO:0002042, GO:0005515, GO:0000978, GO:0046982, GO:0035924, GO:0007165"
BTG2,IER5L,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148",
NABP1,SERPINE1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784","GO:1902042, GO:0071222, GO:0014912, GO:0061045, GO:0061044, GO:0050829, GO:0097187, GO:0048260, GO:0001525, GO:0050729, GO:0005615, GO:0031093, GO:0002576, GO:0045766, GO:0033629, GO:0005576, GO:0002020, GO:0045944, GO:0010469, GO:0051918, GO:0030336, GO:0007623, GO:2000098, GO:0042730, GO:0071277, GO:0062023, GO:2000352, GO:0005886, GO:0010951, GO:0070062, GO:1901331, GO:0004867, GO:0001300, GO:0035491, GO:0090399, GO:0030198, GO:0010757, GO:0005515, GO:0090026, GO:0005102, GO:0032757, GO:0030195, GO:0030194"
GADD45A,MT1E,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0000185, GO:0071260, GO:2000379, GO:0005737, GO:0005654, GO:0071479, GO:0005634, GO:0043065, GO:0042803, GO:0016607, GO:0006469, GO:1900745, GO:0006281, GO:0006915, GO:0007050, GO:0019900, GO:0046330, GO:0006977, GO:0071850, GO:0042770, GO:0006974, GO:0000979, GO:0047485, GO:0051726, GO:0000079, GO:0007098, GO:0005515, GO:0046982","GO:0005737, GO:0071280, GO:0071294, GO:0045926, GO:0005634, GO:0006882, GO:0071276, GO:0008270, GO:0048471, GO:0046872, GO:0010273, GO:0050794"
BTG2,SLC2A3,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:0005355, GO:0019852, GO:0030667, GO:0005975, GO:0070062, GO:0070821, GO:0016021, GO:0070837, GO:0043312, GO:0055056, GO:0035579, GO:0101003, GO:0005887, GO:0005886, GO:1904659, GO:0033300, GO:0005536"
ISG15,MX1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0032649, GO:0051607, GO:0005515, GO:0032480, GO:0045648, GO:0019985, GO:0005829, GO:0006281, GO:0019941, GO:0045071, GO:0034340, GO:0005654, GO:0005576, GO:0042742, GO:0016032, GO:0031397, GO:0060337, GO:0030501, GO:0031386, GO:0032020","GO:0000266, GO:0005789, GO:0061025, GO:0007165, GO:0005737, GO:0009615, GO:0005634, GO:0016020, GO:0045071, GO:0048471, GO:0045087, GO:0042802, GO:0005525, GO:0031965, GO:0008017, GO:0006915, GO:0003924, GO:0034340, GO:0031966, GO:0006952, GO:0060337, GO:0003374, GO:0051607, GO:0005829, GO:0048285, GO:0005515"
FLT1,NABP1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0048598, GO:0015629, GO:0033674, GO:0030154, GO:0018108, GO:0043406, GO:0004871, GO:0007169, GO:0010863, GO:0005925, GO:0046777, GO:0036326, GO:0036327, GO:0001525, GO:0005615, GO:0009968, GO:0031434, GO:1905563, GO:0019838, GO:0045766, GO:0007275, GO:0004714, GO:0043066, GO:0048514, GO:0004713, GO:0016477, GO:0005524, GO:0008284, GO:0005737, GO:0030335, GO:0038084, GO:0043410, GO:0014068, GO:0005887, GO:0005886, GO:0048010, GO:0036323, GO:0002548, GO:0043552, GO:0036332, GO:0030949, GO:0005021, GO:0004709, GO:0004888, GO:0005515, GO:0043235, GO:0070374, GO:0005768, GO:0035924","GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784"
NABP1,TYMP,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784","GO:0043097, GO:0000002, GO:0006935, GO:0016154, GO:0006206, GO:0005829, GO:0030154, GO:0031641, GO:0006213, GO:0042803, GO:1905333, GO:0016763, GO:0046135, GO:0051969, GO:0001525, GO:0010469, GO:0009032, GO:0008083"
CCDC71L,NABP1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0044255, GO:0045600","GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784"
NABP1,THBD,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784","GO:0010165, GO:0016327, GO:0038023, GO:0005615, GO:0051918, GO:0007565, GO:0009986, GO:0007596, GO:0010544, GO:0005774, GO:0004888, GO:0051591, GO:0005509, GO:0005515, GO:0005886, GO:0005887, GO:0032496, GO:0030195, GO:0007165"
NABP1,PIM1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784","GO:0019221, GO:1905062, GO:0030212, GO:0060045, GO:0046777, GO:0007049, GO:0005737, GO:0005730, GO:0005634, GO:0007275, GO:0005654, GO:0004674, GO:0043066, GO:0043024, GO:0005524, GO:0006468, GO:0008283, GO:0008134, GO:0006915, GO:0030145, GO:0005886, GO:0043433, GO:0005829, GO:0005515, GO:0070561"
ADM,GADD45A,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0008284, GO:0045906, GO:0051384, GO:0048589, GO:0060712, GO:0010469, GO:0009409, GO:0060670, GO:0007165, GO:0042594, GO:0032868, GO:0032496, GO:0001666, GO:0005737, GO:0003073, GO:0005615, GO:0030816, GO:0031100, GO:0009611, GO:0045766, GO:0002026, GO:0043065, GO:0007189, GO:0010460, GO:0001843, GO:0007186, GO:0006171, GO:0005179, GO:0008285, GO:0006701, GO:0031102, GO:0007507, GO:0008015, GO:0097084, GO:0031700, GO:0008209, GO:0097647, GO:0007267, GO:0042475, GO:0035809, GO:0001570, GO:0007568, GO:0031623, GO:0007565, GO:0007204, GO:0005576, GO:0002031, GO:0046879, GO:2001214, GO:0005102, GO:1990410, GO:0043116","GO:0000185, GO:0071260, GO:2000379, GO:0005737, GO:0005654, GO:0071479, GO:0005634, GO:0043065, GO:0042803, GO:0016607, GO:0006469, GO:1900745, GO:0006281, GO:0006915, GO:0007050, GO:0019900, GO:0046330, GO:0006977, GO:0071850, GO:0042770, GO:0006974, GO:0000979, GO:0047485, GO:0051726, GO:0000079, GO:0007098, GO:0005515, GO:0046982"
BTG2,RASD1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:0007263, GO:0005634, GO:0003924, GO:0016529, GO:0045892, GO:0007165, GO:0005515, GO:0005886, GO:0048471, GO:0007186, GO:0005525"
BTG2,FOS,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:0060395, GO:0001102, GO:1901216, GO:0001077, GO:0009416, GO:0051412, GO:1902895, GO:0032496, GO:0051090, GO:0001661, GO:0005783, GO:0035994, GO:0006306, GO:0001190, GO:0005634, GO:0016020, GO:0009636, GO:0045893, GO:0005654, GO:0070412, GO:0043005, GO:0006366, GO:0035914, GO:0045944, GO:0019221, GO:0000982, GO:0000981, GO:0046982, GO:0008134, GO:0034614, GO:0071277, GO:0071276, GO:0032870, GO:0038095, GO:0030431, GO:0006954, GO:0009409, GO:0007179, GO:0009629, GO:0044212, GO:0031668, GO:0000979, GO:0007568, GO:0032993, GO:0007399, GO:0003700, GO:0007565, GO:0005829, GO:0035902, GO:0051591, GO:0006357, GO:0045672, GO:0005515, GO:0032570, GO:0000978, GO:0003682, GO:0035976"
