"genes"	"modules"
"99"	"NTRK2"	"M4"
"100"	"CCN1"	"M1"
"101"	"C4A"	"M1"
"102"	"ATP8A1"	"M1"
"103"	"TFCP2L1"	"M7"
"104"	"FN1"	"M3"
"105"	"SLC5A3"	"M4"
"106"	"MT2A"	"M6"
"107"	"DIO2"	"M4"
"108"	"SORBS2"	"M4"
"109"	"FLT1"	"M1"
"110"	"CDH1"	"M4"
"111"	"PLA2R1"	"M4"
"112"	"DUOX2"	"M4"
"113"	"CCN2"	"M1"
"114"	"ACTA2"	"M9"
"115"	"DEPP1"	"M1"
"116"	"SCNN1A"	"M7"
"117"	"MGST1"	"M5"
"118"	"AQP1"	"M6"
"119"	"HSPA1B"	"M8"
"120"	"RHOB"	"M1"
"121"	"HSPA1A"	"M8"
"122"	"EZR"	"M5"
"123"	"FKBP5"	"M7"
"124"	"HBB"	"M8"
"125"	"MMP2"	"M6"
"126"	"PDIA4"	"M10"
"127"	"CD36"	"M1"
"128"	"LCN12"	"M4"
"129"	"COL1A1"	"M3"
"130"	"LIFR"	"M7"
"131"	"ADAMTS1"	"M1"
"132"	"APOLD1"	"M1"
"133"	"CCDC80"	"M3"
"134"	"ZNF83"	"M5"
"135"	"ENTREP1"	"M4"
"136"	"JUNB"	"M1"
"137"	"ADH1B"	"M6"
"138"	"IVNS1ABP"	"M1"
"139"	"HYOU1"	"M10"
"140"	"DAPK2"	"M4"
"141"	"NPIPB4"	"M5"
"142"	"TRIB1"	"M2"
"143"	"ERRFI1"	"M1"
"144"	"PDK4"	"M7"
"145"	"MT1X"	"M6"
"146"	"FOXE1"	"M4"
"147"	"GPRC5A"	"M4"
"148"	"MYH11"	"M9"
"149"	"PRELP"	"M6"
"150"	"CD34"	"M3"
"151"	"FBLN2"	"M3"
"152"	"KLF6"	"M1"
"153"	"CFD"	"M3"
"154"	"CCL21"	"M3"
"155"	"SGK1"	"M8"
"156"	"SERPINF1"	"M6"
"157"	"GADD45B"	"M6"
"158"	"C1QTNF1"	"M6"
"159"	"JUND"	"M1"
"160"	"STAB1"	"M6"
"161"	"GSTM2"	"M5"
"162"	"MCAM"	"M9"
"163"	"CITED2"	"M1"
"164"	"CAT"	"M2"
"165"	"NHERF2"	"M1"
"166"	"STX12"	"M7"
"167"	"FOS"	"M1"
"168"	"LRP2"	"M4"
"169"	"SLC43A3"	"Not.Correlated"
"170"	"ATP6V1C2"	"M10"
"171"	"PFKFB2"	"M4"
"172"	"LPCAT2"	"M4"
"173"	"IER2"	"M1"
"174"	"LUM"	"M3"
"175"	"VMP1"	"M1"
"176"	"DUOXA1"	"M4"
"177"	"TPM2"	"M9"
"178"	"KDR"	"M1"
"179"	"AIF1L"	"M4"
"180"	"ATP13A4"	"M7"
"181"	"BCL6"	"M4"
"182"	"CCDC9B"	"M7"
"183"	"HLA.DRB1"	"M2"
"184"	"BHLHE40"	"M1"
"185"	"C16orf89"	"M4"
"186"	"NPIPB13"	"M5"
"187"	"TNXB"	"M3"
"188"	"SCUBE3"	"M4"
"189"	"MMP15"	"M4"
"190"	"FASN"	"M5"
"191"	"CEBPD"	"M6"
"192"	"TGM2"	"M6"
"193"	"FOSL2"	"M1"
"194"	"XPO1"	"M8"
"195"	"SLC4A11"	"M4"
"196"	"THBS1"	"M1"
"197"	"ID1"	"M5"
"198"	"PRRX1"	"M3"
"199"	"SPRY1"	"M1"
"200"	"TIMP1"	"M1"
"201"	"DOCK5"	"M7"
"202"	"HOPX"	"M4"
"203"	"HLA.DRA"	"M2"
"204"	"ABI3BP"	"M3"
"205"	"HBA2"	"M8"
"206"	"MT1G"	"M4"
"207"	"CRISPLD2"	"M6"
"208"	"COL23A1"	"M5"
"209"	"CLDN4"	"M1"
"210"	"ATOH8"	"M7"
"211"	"PODN"	"M3"
"212"	"CXCL12"	"M3"
"213"	"TALDO1"	"M5"
"214"	"COL14A1"	"M3"
"215"	"F3"	"M6"
"216"	"KCNC3"	"M7"
"217"	"FABP4"	"M7"
"218"	"SAMHD1"	"M6"
"219"	"ABCA3"	"M1"
"220"	"LMOD1"	"M9"
"221"	"DNAJA1"	"M8"
"222"	"FAM107A"	"M7"
"223"	"WARS1"	"M10"
"224"	"LAMA2"	"M6"
"225"	"SH3D21"	"M7"
"226"	"SERPINH1"	"M8"
"227"	"CRELD1"	"M10"
"228"	"HHEX"	"M4"
"229"	"TUBB4B"	"M5"
"230"	"ABCA8"	"M3"
"231"	"NID1"	"M6"
"232"	"BTG2"	"M1"
"233"	"CSGALNACT1"	"M5"
"234"	"X.87"	"M4"
"235"	"MMRN1"	"M6"
"236"	"PRKX"	"M7"
"237"	"HES1"	"M4"
"238"	"FKBP4"	"M8"
"239"	"HYAL2"	"M7"
"240"	"SCARA3"	"M1"
"241"	"APOE"	"M6"
"242"	"VSTM4"	"M4"
"243"	"MFAP4"	"M3"
"244"	"SLC2A3"	"M1"
"245"	"WDR72"	"M4"
"246"	"TTN"	"M9"
"247"	"NAMPT"	"M1"
"248"	"ELN"	"M3"
"249"	"NPIPB12"	"M5"
"250"	"X.57"	"Not.Correlated"
"251"	"CADM1"	"M4"
"252"	"CLDN5"	"M1"
"253"	"GPNMB"	"M3"
"254"	"STC1"	"M1"
"255"	"SLC7A2"	"M1"
"256"	"TNFAIP2"	"M2"
"257"	"DDIT4"	"M6"
"258"	"EFNA1"	"M1"
"259"	"GLCCI1"	"M5"
"260"	"TM4SF1"	"M3"
"261"	"CLDN3"	"M4"
"262"	"LRP8"	"M7"
"263"	"SYNPO2"	"M9"
"264"	"CDK2AP2"	"M10"
"265"	"CDKN1A"	"M1"
"266"	"ISLR"	"M3"
"267"	"HBA1"	"M8"
"268"	"HSPB6"	"M9"
"269"	"MUC15"	"M4"
"270"	"OSMR"	"M1"
"271"	"MLPH"	"M5"
"272"	"EDNRB"	"M7"
"273"	"MYLK"	"M9"
"274"	"VWA1"	"M1"
"275"	"DNAJB1"	"M8"
"276"	"NCAM1"	"M4"
"277"	"SLC7A8"	"M7"
"278"	"SDC4"	"M1"
"279"	"DPYSL3"	"M3"
"280"	"DDR2"	"M3"
"281"	"DES"	"M9"
"282"	"HSPH1"	"M8"
"283"	"SALL1"	"M4"
"284"	"SULF1"	"M1"
"285"	"TSPOAP1"	"M5"
"286"	"ITIH5"	"M3"
"287"	"PCP4"	"M4"
"288"	"HLA.DPA1"	"M2"
"289"	"EMCN"	"M1"
"290"	"TXNRD1"	"M5"
"291"	"CRELD2"	"M10"
"292"	"NFKBIZ"	"M1"
"293"	"FRAS1"	"M5"
"294"	"TMPO"	"Not.Correlated"
"295"	"MEGF9"	"M7"
"296"	"THBD"	"M6"
"297"	"SLA"	"M5"
"298"	"RASD1"	"M6"
"299"	"PCOLCE"	"M3"
"300"	"PCSK2"	"M3"
"301"	"SOCS3"	"M1"
"302"	"MT1E"	"M4"
"303"	"MANF"	"M10"
"304"	"COL12A1"	"M3"
"305"	"PRAG1"	"M4"
"306"	"CHRDL1"	"M3"
"307"	"SRGN"	"M1"
"308"	"DIO1"	"M4"
"309"	"TUBA1C"	"M5"
"310"	"NES"	"M1"
"311"	"BTNL9"	"M7"
"312"	"ATP1B3"	"M5"
"313"	"PDGFRA"	"M6"
"314"	"TSPAN1"	"M6"
"315"	"WFDC2"	"Not.Correlated"
"316"	"MYADM"	"M3"
"317"	"DPT"	"M3"
"318"	"ANXA3"	"M4"
"319"	"FAXDC2"	"M5"
"320"	"SRPX"	"M6"
"321"	"MICAL1"	"M2"
"322"	"NNMT"	"M6"
"323"	"CLIC3"	"M4"
"324"	"PNPLA7"	"M5"
"325"	"HSF4"	"M5"
"326"	"HLA.F"	"M2"
"327"	"MT1F"	"M4"
"328"	"LRRC75B"	"M5"
"329"	"NQO1"	"M5"
"330"	"ENPP1"	"M4"
"331"	"C11orf96"	"M1"
"332"	"RGS16"	"M1"
"333"	"COL15A1"	"M3"
"334"	"USP53"	"M6"
"335"	"THBS2"	"M1"
"336"	"PRTG"	"M4"
"337"	"PPP1R15A"	"M1"
"338"	"SEMA3B"	"M6"
"339"	"CPVL"	"M4"
"340"	"MAMDC4"	"M8"
"341"	"SLC17A5"	"M7"
"342"	"BCL3"	"M1"
"343"	"SULT1C2"	"M4"
"344"	"ARG2"	"M7"
"345"	"ITGB3"	"Not.Correlated"
"346"	"MROH7"	"M5"
"347"	"CALCRL"	"M1"
"348"	"TNFRSF11B"	"M4"
"349"	"G6PD"	"M5"
"350"	"GRIN2C"	"M4"
"351"	"PDLIM3"	"M5"
"352"	"CROT"	"M4"
"353"	"SVEP1"	"M3"
"354"	"CSRNP1"	"M1"
"355"	"FGL2"	"M3"
"356"	"ABCA9"	"M3"
"357"	"NGFR"	"M6"
"358"	"MPZL2"	"M1"
"359"	"SLC25A27"	"M5"
"360"	"IGF1"	"M6"
"361"	"EMILIN1"	"M6"
"362"	"BHLHE41"	"M7"
"363"	"IFI6"	"M2"
"364"	"NR1D2"	"M5"
"365"	"IPCEF1"	"M4"
"366"	"KCNJ15"	"M6"
"367"	"BMP7"	"M4"
"368"	"ST6GAL1"	"M2"
"369"	"SLC6A6"	"M5"
"370"	"TYMP"	"M2"
"371"	"PPP1R14C"	"M4"
"372"	"FSTL3"	"M6"
"373"	"SFTPB"	"M1"
"374"	"MUC1"	"M1"
"375"	"RGCC"	"M1"
"376"	"SFRP2"	"M3"
"377"	"TRIM22"	"M2"
"378"	"ADAMTS4"	"M1"
"379"	"ISM1"	"M7"
"380"	"PGF"	"M4"
"381"	"KIF12"	"M5"
"382"	"DPP6"	"M7"
"383"	"SLC12A8"	"M4"
"384"	"PLCE1"	"M1"
"385"	"SORBS1"	"M9"
"386"	"KNSTRN"	"M7"
"387"	"IGFBP6"	"M3"
"388"	"AOX1"	"M6"
"389"	"ACADL"	"M7"
"390"	"AKR1C1"	"M5"
"391"	"GOLM1"	"Not.Correlated"
"392"	"PIK3IP1"	"M2"
"393"	"CTSF"	"M5"
"394"	"UPK3BL1"	"M10"
"395"	"MXRA5"	"Not.Correlated"
"396"	"ARHGAP33"	"M5"
"397"	"KLF2"	"M1"
"398"	"TSKU"	"M5"
"399"	"TCIM"	"M1"
"400"	"SLC4A5"	"M4"
"401"	"THY1"	"M3"
"402"	"DTNA"	"M7"
"403"	"FGF7"	"M1"
"404"	"AGER"	"M7"
"405"	"GCLC"	"M5"
"406"	"FNDC1"	"M4"
"407"	"IGFBP3"	"Not.Correlated"
"408"	"TLN2"	"M4"
"409"	"CD248"	"M3"
"410"	"DUOXA2"	"M4"
"411"	"SERPINE1"	"M1"
"412"	"PDE2A"	"M6"
"413"	"CISH"	"M6"
"414"	"MAP2"	"M7"
"415"	"FAM167A"	"M4"
"416"	"PIK3R3"	"M7"
"417"	"HLA.DPB1"	"M2"
"418"	"TGFBI"	"M1"
"419"	"ZBED2"	"M4"
"420"	"CENPJ"	"M4"
"421"	"FLRT2"	"M3"
"422"	"SORL1"	"M7"
"423"	"CEMIP2"	"M1"
"424"	"ABAT"	"M4"
"425"	"ATP6V0E2"	"M4"
"426"	"EPHB6"	"M1"
"427"	"CMYA5"	"Not.Correlated"
"428"	"LDOC1"	"M4"
"429"	"UAP1"	"M6"
"430"	"NPIPB11"	"M5"
"431"	"CX3CL1"	"M3"
"432"	"RPL9"	"Not.Correlated"
"433"	"XAF1"	"M2"
"434"	"ANGPTL1"	"M3"
"435"	"ST6GAL2"	"M4"
"436"	"UCP2"	"Not.Correlated"
"437"	"GBP2"	"M2"
"438"	"SMAD6"	"M10"
"439"	"ADAM33"	"M3"
"440"	"NOD1"	"M1"
"441"	"COL5A3"	"M1"
"442"	"CP"	"M1"
"443"	"ICAM1"	"M1"
"444"	"KLHL3"	"M5"
"445"	"CDH16"	"M4"
"446"	"X.45"	"M6"
"447"	"AOC3"	"M9"
"448"	"PLEKHA4"	"M1"
"449"	"HLA.DRB5"	"M2"
"450"	"SCN4B"	"M3"
"451"	"HLA.DMB"	"M2"
"452"	"CPAMD8"	"Not.Correlated"
"453"	"LYVE1"	"M6"
"454"	"RNASE1"	"M6"
"455"	"CLCNKA"	"Not.Correlated"
"456"	"ABCC3"	"M5"
"457"	"ADGRV1"	"M7"
"458"	"PDGFD"	"M3"
"459"	"SLC34A2"	"M1"
"460"	"CCL14"	"Not.Correlated"
"461"	"SLC1A1"	"M1"
"462"	"MEGF6"	"M3"
"463"	"PLAT"	"M3"
"464"	"IL4R"	"M1"
"465"	"STRIP1"	"Not.Correlated"
"466"	"TFRC"	"M5"
"467"	"RAMP3"	"M1"
"468"	"SEMA3D"	"M4"
"469"	"FILIP1L"	"M9"
"470"	"HLF"	"M1"
"471"	"PRR15L"	"M4"
"472"	"TNFSF10"	"M2"
"473"	"COL5A1"	"M3"
"474"	"TAP1"	"M2"
"475"	"PLEKHG2"	"M1"
"476"	"FAM118A"	"Not.Correlated"
"477"	"SLC16A3"	"M5"
"478"	"LAPTM5"	"M2"
"479"	"NT5E"	"M7"
"480"	"BAG3"	"M8"
"481"	"PTP4A3"	"M6"
"482"	"SLC4A4"	"M4"
"483"	"PLTP"	"M6"
"484"	"HGD"	"M4"
"485"	"KIT"	"M4"
"486"	"SERPINA3"	"M6"
"487"	"DDIT3"	"M1"
"488"	"IGF2"	"M3"
"489"	"VLDLR"	"M1"
"490"	"SUSD2"	"M3"
"491"	"S100A4"	"M3"
"492"	"GSTM3"	"M4"
"493"	"BMAL1"	"Not.Correlated"
"494"	"STIM2"	"Not.Correlated"
"495"	"X.253"	"M6"
"496"	"ABCA6"	"M3"
"497"	"HLA.DMA"	"M2"
"498"	"NR1D1"	"M10"
"499"	"TP53INP1"	"M2"
"500"	"CCL15.CCL14"	"Not.Correlated"
"501"	"LEPR"	"M3"
"502"	"CFAP70"	"M5"
"503"	"SLCO2B1"	"M6"
"504"	"ZNF185"	"M7"
"505"	"CRLF1"	"M6"
"506"	"BMF"	"M7"
"507"	"HEYL"	"M6"
"508"	"CELSR1"	"Not.Correlated"
"509"	"ATP2A3"	"M2"
"510"	"DGKI"	"M4"
"511"	"DHCR24"	"M5"
"512"	"THNSL2"	"Not.Correlated"
"513"	"PLK2"	"M1"
"514"	"GBP1"	"M1"
"515"	"MAPK15"	"M5"
"516"	"AMT"	"M5"
"517"	"ABCC9"	"M3"
"518"	"CBS"	"M7"
"519"	"CLEC3B"	"M3"
"520"	"ATF3"	"M1"
"521"	"HSPE1"	"M8"
"522"	"CHST1"	"M7"
"523"	"EPHA3"	"M3"
"524"	"ADAMTS9"	"M1"
"525"	"SHANK2"	"M4"
"526"	"WSCD2"	"M4"
"527"	"CELF6"	"M5"
"528"	"KLF4"	"M1"
"529"	"CXCL14"	"M3"
"530"	"DUSP6"	"M1"
"531"	"PAK3"	"M7"
"532"	"HIF3A"	"M7"
"533"	"GJA4"	"M7"
"534"	"PER3"	"M5"
"535"	"SCARA5"	"M3"
"536"	"X.116"	"Not.Correlated"
"537"	"VCAN"	"M1"
"538"	"TENT5A"	"M2"
"539"	"CD163"	"M6"
"540"	"IRAG1"	"M9"
"541"	"HTRA3"	"M3"
"542"	"PLIN2"	"M6"
"543"	"ARID5B"	"M1"
"544"	"POSTN"	"Not.Correlated"
"545"	"SMOC2"	"M3"
"546"	"SDF2L1"	"M10"
"547"	"SLC19A2"	"M1"
"548"	"RORC"	"M5"
"549"	"HSPB8"	"M8"
"550"	"SH3PXD2B"	"M6"
"551"	"PKIA"	"M2"
"552"	"MRC2"	"M3"
"553"	"CRABP1"	"M4"
"554"	"SRXN1"	"M5"
"555"	"HSPB7"	"M9"
"556"	"TMPRSS2"	"M1"
"557"	"RTN4RL2"	"M2"
"558"	"TNC"	"M1"
"559"	"CTSK"	"M3"
"560"	"SLC25A45"	"M8"
"561"	"PBX4"	"M5"
"562"	"ODF3B"	"M2"
"563"	"IL32"	"M1"
"564"	"GADD45A"	"M1"
"565"	"HLA.DQB1"	"M2"
"566"	"ASNS"	"M5"
"567"	"ARID5A"	"M1"
"568"	"ECRG4"	"M4"
"569"	"RCAN1"	"M1"
"570"	"ZNF486"	"M7"
"571"	"ANGPTL4"	"M1"
"572"	"SERPINE2"	"M1"
"573"	"S100A1"	"M5"
"574"	"GPAM"	"M5"
"575"	"X.226"	"M5"
"576"	"FMO2"	"M3"
"577"	"GFRA2"	"M4"
"578"	"GPAT3"	"M1"
"579"	"KRT10"	"Not.Correlated"
"580"	"TAMALIN"	"M1"
"581"	"CA4"	"M4"
"582"	"RPS28"	"Not.Correlated"
"583"	"TOB1"	"M1"
"584"	"SLC5A8"	"M4"
"585"	"IRF1"	"M2"
"586"	"ACE"	"M3"
"587"	"CRIP1"	"M3"
"588"	"AKNA"	"M2"
"589"	"LRRK2"	"M2"
"590"	"TMC6"	"M2"
"591"	"HCLS1"	"M2"
"592"	"SLIT2"	"M3"
"593"	"GALNT15"	"M6"
"594"	"CBR1"	"M5"
"595"	"INHBB"	"M1"
"596"	"ADAMTSL2"	"Not.Correlated"
"597"	"PIM1"	"M1"
"598"	"X.84"	"M3"
"599"	"AKR1C2"	"M5"
"600"	"ABCA10"	"M3"
"601"	"BICDL1"	"M4"
"602"	"BTN3A2"	"M2"
"603"	"CCN3"	"M3"
"604"	"OLFML2B"	"M3"
"605"	"CACNA1I"	"M5"
"606"	"DKK3"	"M3"
"607"	"APOL1"	"M2"
"608"	"DNAJA4"	"M8"
"609"	"IRAK3"	"M6"
"610"	"SPNS2"	"M6"
"611"	"ADAMTSL4"	"M6"
"612"	"PID1"	"M3"
"613"	"MGAT4C"	"M4"
"614"	"NUAK2"	"M4"
"615"	"DTX4"	"Not.Correlated"
"616"	"F13A1"	"M6"
"617"	"ZBTB16"	"M7"
"618"	"TIPARP"	"M1"
"619"	"MYC"	"M6"
"620"	"SMAP2"	"M2"
"621"	"GIMAP6"	"M6"
"622"	"CPXM2"	"M3"
"623"	"HPN"	"Not.Correlated"
"624"	"BHMT2"	"M5"
"625"	"IGFBP2"	"M7"
"626"	"GSDMB"	"M5"
"627"	"BDH1"	"M1"
"628"	"TEF"	"M5"
"629"	"IFI27"	"M2"
"630"	"FREM2"	"M4"
"631"	"GPC3"	"M3"
"632"	"IFI44"	"M2"
"633"	"COL9A3"	"Not.Correlated"
"634"	"CCDC3"	"M9"
"635"	"RNF152"	"M1"
"636"	"CYP26B1"	"M7"
"637"	"UPP1"	"M1"
"638"	"STARD9"	"M2"
"639"	"MEDAG"	"M6"
"640"	"ANGPTL2"	"M3"
"641"	"EXOC3L2"	"M1"
"642"	"NFASC"	"M9"
"643"	"F8"	"M7"
"644"	"UGCG"	"M1"
"645"	"NFIL3"	"M1"
"646"	"SAMD4A"	"M1"
"647"	"PROX1"	"M3"
"648"	"HECW2"	"M1"
"649"	"SOX18"	"M1"
"650"	"STXBP6"	"M2"
"651"	"GPR4"	"M1"
"652"	"SPOCK2"	"M2"
"653"	"GATM"	"M4"
"654"	"LGI4"	"M9"
"655"	"LRRC37A2"	"M5"
"656"	"NLRC5"	"M2"
"657"	"ARHGAP45"	"M2"
"658"	"ARL4D"	"M2"
"659"	"PGM5"	"M3"
"660"	"RAPGEF5"	"M1"
"661"	"RARRES2"	"M7"
"662"	"NPAS2"	"M7"
"663"	"INMT"	"M3"
"664"	"COLEC12"	"M3"
"665"	"EIF5AL1"	"M5"
"666"	"LY75"	"M4"
"667"	"NR2F1"	"M3"
"668"	"JAM2"	"M3"
"669"	"CCDC69"	"M6"
"670"	"KCNAB1"	"M4"
"671"	"IQCN"	"M5"
"672"	"TCEAL2"	"M2"
"673"	"BTN3A1"	"M2"
"674"	"X.283"	"M10"
"675"	"RPS27"	"M5"
"676"	"SOX4"	"M1"
"677"	"CPM"	"M7"
"678"	"SAMD9L"	"M2"
"679"	"LRP1B"	"M2"
"680"	"YJEFN3"	"M8"
"681"	"TDRD9"	"M7"
"682"	"FAM20A"	"M1"
"683"	"SYTL1"	"M2"
"684"	"RASA4"	"M10"
"685"	"PCLO"	"M4"
"686"	"IL33"	"M1"
"687"	"TRIM16"	"M5"
"688"	"CCDC85B"	"M7"
"689"	"VIPR1"	"M7"
"690"	"TMTC1"	"M6"
"691"	"PRX"	"M7"
"692"	"CARNS1"	"M4"
"693"	"GCNT1"	"Not.Correlated"
"694"	"ADGRD1"	"M5"
"695"	"IRS2"	"M7"
"696"	"PLA2G2A"	"M6"
"697"	"MAFF"	"M1"
"698"	"RASA4B"	"M10"
"699"	"ADGRF1"	"Not.Correlated"
"700"	"SLC16A9"	"M2"
"701"	"PHGDH"	"Not.Correlated"
"702"	"DLL4"	"M1"
"703"	"CMKLR1"	"M3"
"704"	"TNIK"	"M7"
"705"	"NEXN"	"M7"
"706"	"SLC22A18"	"Not.Correlated"
"707"	"RGS1"	"M2"
"708"	"BTN3A3"	"M2"
"709"	"X.158"	"M5"
"710"	"RYR2"	"M5"
"711"	"TNFAIP3"	"M2"
"712"	"ADM"	"M1"
"713"	"PDE4D"	"Not.Correlated"
"714"	"SPOCK1"	"M6"
"715"	"DDX11"	"M5"
"716"	"DGKA"	"M2"
"717"	"F2RL3"	"M1"
"718"	"P4HA1"	"M8"
"719"	"PLEKHB1"	"M6"
"720"	"BST2"	"M2"
"721"	"ACKR1"	"M6"
"722"	"SOX9"	"M4"
"723"	"RNF128"	"M4"
"724"	"STK17B"	"M2"
"725"	"RIPOR3"	"M6"
"726"	"SPAG5"	"M5"
"727"	"PWWP3B"	"M7"
"728"	"SEL1L3"	"M2"
"729"	"AGAP9"	"M5"
"730"	"TMEM178B"	"M4"
"731"	"TGFB3"	"M1"
"732"	"CSPG4"	"M9"
"733"	"IFI30"	"M2"
"734"	"GEM"	"M1"
"735"	"SSPN"	"M3"
"736"	"CXCR4"	"M2"
"737"	"SLC7A1"	"M5"
"738"	"SEMA4G"	"M10"
"739"	"CLIC5"	"M5"
"740"	"DLL1"	"M1"
"741"	"FBXO32"	"M7"
"742"	"AVPR1A"	"M2"
"743"	"LOX"	"M6"
"744"	"NOS3"	"Not.Correlated"
"745"	"MAP1A"	"M3"
"746"	"NDE1"	"M9"
"747"	"GSTM1"	"M5"
"748"	"TENT5C"	"M2"
"749"	"X.23"	"M5"
"750"	"IGSF3"	"M1"
"751"	"ANO9"	"M2"
"752"	"SDC1"	"Not.Correlated"
"753"	"LSP1"	"M3"
"754"	"GBP4"	"M2"
"755"	"IFI44L"	"M2"
"756"	"FMNL1"	"M2"
"757"	"CLIC6"	"Not.Correlated"
"758"	"H2AC6"	"M8"
"759"	"CLSTN2"	"M6"
"760"	"ENPEP"	"M2"
"761"	"CTSS"	"M2"
"762"	"CYP1B1"	"M1"
"763"	"FLNC"	"M9"
"764"	"NPR3"	"M4"
"765"	"PFKFB3"	"M1"
"766"	"SUCNR1"	"M3"
"767"	"ADM2"	"M4"
"768"	"PELI1"	"M1"
"769"	"ADA2"	"M2"
"770"	"DOCK8"	"M2"
"771"	"IL16"	"M2"
"772"	"AKR1C3"	"M5"
"773"	"GIMAP7"	"M6"
"774"	"TM4SF18"	"M1"
"775"	"CFB"	"M2"
"776"	"SELE"	"M1"
"777"	"HHATL"	"M4"
"778"	"SIK1"	"M1"
"779"	"CYP4B1"	"M7"
"780"	"SEMA3G"	"M9"
"781"	"ITGA8"	"M3"
"782"	"MUC20"	"M10"
"783"	"DBP"	"M6"
"784"	"NR4A2"	"M1"
"785"	"ERBB3"	"M1"
"786"	"PTPRD"	"M10"
"787"	"PNP"	"M1"
"788"	"GLRX"	"M5"
"789"	"PKDCC"	"M9"
"790"	"ADAMTS15"	"M5"
"791"	"GREB1L"	"M7"
"792"	"OGN"	"M3"
"793"	"FKBP1C"	"M5"
"794"	"DLG2"	"M3"
"795"	"CDH11"	"M3"
"796"	"RAMP2"	"M1"
"797"	"PRDM1"	"M2"
"798"	"TBC1D10C"	"M2"
"799"	"PTGIS"	"M6"
"800"	"KCNK5"	"M1"
"801"	"C3orf52"	"M4"
"802"	"PTPRC"	"M2"
"803"	"EDN3"	"M4"
"804"	"TUBA4A"	"M5"
"805"	"PTGDS"	"M2"
"806"	"GBP3"	"M2"
"807"	"ANGPT2"	"M1"
"808"	"GAS7"	"M3"
"809"	"LCP1"	"M2"
"810"	"HR"	"M6"
"811"	"DNAH11"	"M5"
"812"	"SAP25"	"M5"
"813"	"IFTAP"	"M4"
"814"	"MYOC"	"M3"
"815"	"RPS4Y1"	"Not.Correlated"
"816"	"ITGA10"	"M6"
"817"	"GRAMD2A"	"M4"
"818"	"SPEG"	"M9"
"819"	"PEBP4"	"M7"
