symbol1,symbol2,dbs,evidence type,methods,ntissues,pmids,uniprot1,uniprot2,go1,go2
ANGPTL4,GADD45A,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0001525, GO:0070328, GO:0005615, GO:0019216, GO:0030154, GO:0051260, GO:0043066, GO:0045766, GO:0051005, GO:0005576, GO:2000352, GO:0072562, GO:0005515, GO:0004857, GO:0001666, GO:0042802","GO:0000185, GO:0071260, GO:2000379, GO:0005737, GO:0005654, GO:0071479, GO:0005634, GO:0043065, GO:0042803, GO:0016607, GO:0006469, GO:1900745, GO:0006281, GO:0006915, GO:0007050, GO:0019900, GO:0046330, GO:0006977, GO:0071850, GO:0042770, GO:0006974, GO:0000979, GO:0047485, GO:0051726, GO:0000079, GO:0007098, GO:0005515, GO:0046982"
NABP1,THBS1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784","GO:0032026, GO:0005783, GO:0034605, GO:0005788, GO:2001237, GO:0050921, GO:1903671, GO:0048266, GO:0051895, GO:0006986, GO:0043652, GO:0042535, GO:0009612, GO:2001027, GO:0002581, GO:0042327, GO:0051592, GO:0043536, GO:0040037, GO:0030511, GO:0030169, GO:0043236, GO:0045727, GO:0045652, GO:0030198, GO:0043032, GO:0030194, GO:0009897, GO:0018149, GO:0001953, GO:0002605, GO:0071356, GO:0051897, GO:0016477, GO:0002040, GO:0001968, GO:2000379, GO:0030141, GO:0007050, GO:0043394, GO:0006954, GO:0006955, GO:0070052, GO:0090051, GO:0070051, GO:0033574, GO:0043154, GO:0016525, GO:1902043, GO:0031012, GO:0001666, GO:0050431, GO:0031091, GO:0031093, GO:0005509, GO:0010763, GO:0001786, GO:0051918, GO:0008284, GO:0009986, GO:0017134, GO:2000353, GO:0010595, GO:0008201, GO:0071363, GO:0042493, GO:0002544, GO:0016529, GO:0042802, GO:0005515, GO:0032570, GO:0034976, GO:0000187, GO:0005615, GO:0002576, GO:0005577, GO:0045766, GO:0043066, GO:0010748, GO:0032695, GO:1903588, GO:0005178, GO:0030335, GO:0048661, GO:0032914, GO:0062023, GO:0007155, GO:0070062, GO:0043537, GO:0030823, GO:0010596, GO:0009749, GO:0010751, GO:0005576, GO:0010757, GO:0010754, GO:0010759, GO:0001937"
BTG2,NR4A2,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:2001234, GO:0000977, GO:0042053, GO:0009791, GO:0001077, GO:0001764, GO:0008270, GO:0043401, GO:0003677, GO:0045444, GO:0001666, GO:0021986, GO:0004879, GO:0005737, GO:0051866, GO:0021953, GO:0030522, GO:0071376, GO:0000122, GO:0005634, GO:0043576, GO:0005654, GO:0043085, GO:0006367, GO:0000981, GO:0021952, GO:0016607, GO:0035259, GO:0005667, GO:0043565, GO:1904948, GO:0008013, GO:0042416, GO:0046965, GO:0034599, GO:0008344, GO:0031668, GO:0046982, GO:0060070, GO:0071542, GO:0042551, GO:0003707, GO:0001975, GO:0045944, GO:0006351, GO:0005515, GO:0043524, GO:0000978, GO:0042803, GO:0007165"
BHLHE40,BTG2,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0032922, GO:0000977, GO:1990837, GO:0030154, GO:0043425, GO:0070888, GO:0043426, GO:0001078, GO:0005737, GO:0050767, GO:0001191, GO:0016604, GO:0000122, GO:0005634, GO:0003714, GO:0000981, GO:0042803, GO:0043153, GO:0043565, GO:0008134, GO:0007219, GO:0045892, GO:0019904, GO:0001102, GO:0001756, GO:0043433, GO:0003700, GO:0003705, GO:0006355, GO:0006351, GO:0005515, GO:0046982","GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148"
BTG2,DEPP1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:0005737, GO:0010506, GO:0006914, GO:0005777, GO:0005739"
BTG2,EGR1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:0071480, GO:2000182, GO:0030509, GO:0001077, GO:0008270, GO:0070498, GO:0003677, GO:0032868, GO:0098759, GO:0001666, GO:0042981, GO:0005737, GO:0043565, GO:0000122, GO:0061418, GO:0005634, GO:0050725, GO:0005654, GO:0006357, GO:0072110, GO:0006366, GO:0033233, GO:0045944, GO:0000981, GO:0090090, GO:0030217, GO:0035914, GO:0045080, GO:0035035, GO:0010385, GO:0044729, GO:0044849, GO:0045893, GO:0046886, GO:1901216, GO:1990841, GO:0002931, GO:0071506, GO:0071504, GO:0003700, GO:0009749, GO:0010628, GO:0000976, GO:0000977, GO:0005515, GO:0072303, GO:1902949, GO:0060337"
GADD45A,NAMPT,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0000185, GO:0071260, GO:2000379, GO:0005737, GO:0005654, GO:0071479, GO:0005634, GO:0043065, GO:0042803, GO:0016607, GO:0006469, GO:1900745, GO:0006281, GO:0006915, GO:0007050, GO:0019900, GO:0046330, GO:0006977, GO:0071850, GO:0042770, GO:0006974, GO:0000979, GO:0047485, GO:0051726, GO:0000079, GO:0007098, GO:0005515, GO:0046982","GO:0032922, GO:0005125, GO:0034356, GO:0008144, GO:0014070, GO:0047280, GO:0060612, GO:0051770, GO:0016607, GO:0070062, GO:0030054, GO:0010469, GO:0042802, GO:0042803, GO:0008284, GO:0008286, GO:0007623, GO:0048661, GO:0007267, GO:0004514, GO:0007565, GO:0005829, GO:0045944, GO:0005515, GO:0007165"
ATF3,BTG2,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:1990622, GO:1902237, GO:0034198, GO:0001078, GO:0006094, GO:0005730, GO:0005634, GO:0003714, GO:0005654, GO:0006366, GO:0035914, GO:0045944, GO:0000982, GO:0042802, GO:0042803, GO:0008284, GO:1990440, GO:0036499, GO:0061394, GO:0044212, GO:0003700, GO:0000122, GO:0001228, GO:0006357, GO:0000976, GO:0000977, GO:0005515, GO:0000978, GO:0046982, GO:0070373, GO:1903984, GO:0000981","GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148"
BTG2,ZFP36,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:1904246, GO:1904582, GO:0071222, GO:0019957, GO:0071385, GO:0038066, GO:0019899, GO:0044344, GO:0030014, GO:0042594, GO:0003677, GO:0070935, GO:1990904, GO:0051028, GO:0005737, GO:0000288, GO:0000289, GO:0000122, GO:0045647, GO:0005634, GO:0000165, GO:0009611, GO:0017091, GO:0045600, GO:1900153, GO:0031072, GO:0006402, GO:0046872, GO:0070578, GO:0000981, GO:0003723, GO:1902172, GO:0031086, GO:0032680, GO:0098745, GO:0045085, GO:0071889, GO:0070063, GO:0019901, GO:0010837, GO:0060213, GO:0003730, GO:0035278, GO:0032897, GO:0010494, GO:0000178, GO:0071364, GO:0061158, GO:2000637, GO:0005829, GO:0043488, GO:0000932, GO:0097011, GO:0003727, GO:0006357, GO:0006351, GO:0005515, GO:0071356, GO:0045616, GO:1901835, GO:0035925, GO:0003729"
JAK3,NABP1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0005088, GO:0019221, GO:0071104, GO:0070232, GO:0018108, GO:0007167, GO:0035556, GO:0045221, GO:0035771, GO:0005856, GO:0042981, GO:0046425, GO:0000165, GO:0043029, GO:0032693, GO:0035723, GO:0004713, GO:0032695, GO:0070669, GO:0002731, GO:0005524, GO:0045626, GO:0006468, GO:0030183, GO:0038113, GO:0038111, GO:0038110, GO:0038114, GO:0019903, GO:0042102, GO:0007260, GO:0070244, GO:0030218, GO:0005829, GO:0060397, GO:0070672, GO:0070670, GO:0002250, GO:0005515, GO:0050868, GO:0005768","GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784"
NABP1,TNFRSF12A,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784","GO:0006931, GO:0001726, GO:2001238, GO:0009986, GO:0033209, GO:0045773, GO:0045765, GO:0097191, GO:0043065, GO:0061041, GO:0005515, GO:0005886, GO:0001525, GO:0016021"
