"genes"	"modules"
"817"	"FCGR2C"	"M6"
"818"	"TAC1"	"M3"
"819"	"RAMP1"	"M1"
"820"	"LRRN4CL"	"M3"
"821"	"MYRF"	"M5"
"822"	"ADAMTSL3"	"M3"
"823"	"SPTBN4"	"M2"
"824"	"GPD1"	"M10"
"825"	"ATP10B"	"M5"
"826"	"HRH1"	"M1"
"827"	"GAL3ST1"	"M2"
"828"	"IL10RA"	"M6"
"829"	"CFAP69"	"M4"
"830"	"STK32A"	"M5"
"831"	"EFR3B"	"M2"
"832"	"CDH1"	"M2"
"833"	"FOXD2"	"M8"
"834"	"CTNNA3"	"M2"
"835"	"CYP26B1"	"M1"
"836"	"RNF152"	"M7"
"837"	"CXCL16"	"M1"
"838"	"RGS6"	"M8"
"839"	"SHISA6"	"M1"
"840"	"EDNRA"	"M7"
"841"	"LCN10"	"M1"
"842"	"S100A1"	"M2"
"843"	"AGAP9"	"Not.Correlated"
"844"	"RUNX2"	"M1"
"845"	"CREB5"	"M1"
"846"	"SORL1"	"M3"
"847"	"LYZ"	"M6"
"848"	"DLL4"	"M1"
"849"	"NOS1"	"M8"
"850"	"ADRA2A"	"M1"
"851"	"POU3F1"	"M2"
"852"	"RIPOR3"	"M5"
"853"	"VLDLR"	"Not.Correlated"
"854"	"PODNL1"	"M8"
"855"	"FOXC2"	"M8"
"856"	"C1orf162"	"M6"
"857"	"SOX9"	"M8"
"858"	"GPR183"	"M6"
"859"	"CARNS1"	"M2"
"860"	"CACNA1A"	"M2"
"861"	"PTPRC"	"M6"
"862"	"LDB3"	"M7"
"863"	"FBXO2"	"M5"
"864"	"MAN1C1"	"M3"
"865"	"ITIH3"	"M2"
"866"	"TPSAB1"	"Not.Correlated"
"867"	"PDLIM3"	"M7"
"868"	"CTSS"	"M6"
"869"	"GFAP"	"Not.Correlated"
"870"	"SLC7A5"	"M3"
"871"	"COL11A1"	"M8"
"872"	"GAP43"	"M5"
"873"	"NECTIN1"	"Not.Correlated"
"874"	"MMP3"	"M1"
"875"	"TYROBP"	"M6"
"876"	"TPSB2"	"Not.Correlated"
"877"	"IFI30"	"M6"
"878"	"COL4A5"	"M9"
"879"	"RASSF5"	"M1"
"880"	"NCKAP1L"	"M6"
"881"	"MTHFD1L"	"M4"
"882"	"CNR1"	"M1"
"883"	"GPR17"	"M2"
"884"	"NQO1"	"M10"
"885"	"RAMP3"	"M4"
"886"	"ETV1"	"M8"
"887"	"SERPINA5"	"M1"
"888"	"CABLES1"	"M3"
"889"	"CNTN2"	"M5"
"890"	"PHYHIP"	"M3"
"891"	"BRSK2"	"M2"
"892"	"HLA.DOA"	"M1"
"893"	"ARL4D"	"M1"
"894"	"GCDH"	"M1"
"895"	"CDON"	"M3"
"896"	"MS4A7"	"M6"
"897"	"CARMIL1"	"M1"
"898"	"TMEM30B"	"M3"
"899"	"PDE3A"	"M7"
"900"	"MRC1"	"M6"
"901"	"LAIR1"	"M6"
"902"	"GREB1"	"M1"
"903"	"MEST"	"M1"
"904"	"TCEA3"	"M3"
"905"	"INHBB"	"M4"
"906"	"PER2"	"M9"
"907"	"CNTFR"	"M10"
"908"	"ASTN2"	"M5"
"909"	"MSR1"	"M6"
"910"	"PADI2"	"M2"
"911"	"PPP1R14A"	"M7"
"912"	"ERAP2"	"Not.Correlated"
"913"	"RAB20"	"M4"
"914"	"GALNT16"	"M1"
"915"	"NKAIN2"	"M2"
"916"	"TNFRSF6B"	"M4"
"917"	"SOX6"	"M9"
"918"	"LSAMP"	"M5"
"919"	"PNP"	"M4"
"920"	"RYR1"	"M5"
"921"	"MDGA1"	"M1"
"922"	"SMOC1"	"M2"
"923"	"H2BC21"	"Not.Correlated"
"924"	"CSF3R"	"M6"
"925"	"STC1"	"M4"
"926"	"SOX4"	"M1"
"927"	"SHISA3"	"M1"
"928"	"ADAMTSL5"	"M8"
"929"	"ENHO"	"M2"
"930"	"TXNL4B"	"M3"
"931"	"SLC27A6"	"M2"
"932"	"PTPRZ1"	"M5"
"933"	"LRRC7"	"M2"
"934"	"ZBED6"	"Not.Correlated"
"935"	"LIPE"	"M10"
"936"	"HEPACAM"	"M2"
"937"	"KCNE4"	"M4"
"938"	"NGEF"	"M8"
"939"	"ATP1B1"	"Not.Correlated"
"940"	"CTXND1"	"M2"
"941"	"PCOLCE2"	"M10"
"942"	"SUSD2"	"M7"
"943"	"MX2"	"M3"
"944"	"HMGB3"	"M2"
"945"	"GOLGA7B"	"M2"
"946"	"KIF5A"	"M5"
"947"	"ALDH1L1"	"M1"
"948"	"QPRT"	"M2"
"949"	"FRMD1"	"M2"
"950"	"DGAT2"	"M10"
"951"	"DOK6"	"M5"
"952"	"MAMDC4"	"M9"
"953"	"SLC6A20"	"M1"
"954"	"FGD2"	"M6"
"955"	"PIEZO2"	"M2"
"956"	"CMKLR1"	"M3"
"957"	"GLIS3"	"M4"
"958"	"HMCN2"	"M7"
"959"	"AGT"	"M4"
"960"	"ALOX5"	"M6"
"961"	"SLA"	"M6"
"962"	"MYOM1"	"M7"
"963"	"PARVG"	"M6"
"964"	"IFIT2"	"M5"
"965"	"BCAT1"	"M1"
"966"	"ATP10A"	"M1"
"967"	"THEMIS2"	"M6"
"968"	"X.178"	"M1"
"969"	"SV2B"	"M2"
"970"	"DTX1"	"Not.Correlated"
"971"	"CYBB"	"M6"
"972"	"HSPB8"	"M7"
"973"	"CD53"	"M6"
"974"	"IFIT1"	"M3"
"975"	"EGR3"	"M1"
"976"	"TTC9"	"M2"
"977"	"GSTM5"	"M3"
"978"	"RBP4"	"M10"
"979"	"PSRC1"	"M1"
"980"	"KDM5D"	"Not.Correlated"
"981"	"PAMR1"	"M3"
"982"	"GEM"	"M1"
"983"	"SOCS2"	"M4"
"984"	"DPT"	"M10"
"985"	"PLEKHA6"	"M3"
"986"	"TC2N"	"M1"
"987"	"LRRC4C"	"M5"
"988"	"HOMER2"	"M1"
"989"	"DOC2B"	"M4"
"990"	"CSDC2"	"M7"
"991"	"TRNP1"	"M1"
"992"	"RAP1GAP2"	"M2"
"993"	"KCNAB1"	"M7"
"994"	"PTGFRN"	"M3"
"995"	"ANKRD65"	"M2"
"996"	"SLC13A3"	"M2"
"997"	"DAB1"	"M5"
"998"	"FNDC1"	"M2"
"999"	"ADA2"	"M1"
"1000"	"PIM1"	"M4"
"1001"	"ADAMTS15"	"M1"
"1002"	"FAM13C"	"M3"
"1003"	"SEMA6B"	"M4"
"1004"	"KCNK2"	"Not.Correlated"
"1005"	"NPR3"	"Not.Correlated"
"1006"	"ADAMTS14"	"M3"
"1007"	"FPGT.TNNI3K"	"M9"
"1008"	"ASPN"	"M3"
"1009"	"GDF7"	"M8"
"1010"	"GRIK2"	"M5"
"1011"	"GPM6A"	"M2"
"1012"	"BMP3"	"M8"
"1013"	"MCOLN3"	"M2"
"1014"	"DGCR6"	"M1"
"1015"	"BASP1"	"M5"
"1016"	"FCER1G"	"M6"
"1017"	"TMEM45A"	"M5"
"1018"	"HAPLN3"	"M4"
"1019"	"SNAI2"	"M1"
"1020"	"RPL22L1"	"M4"
"1021"	"GPIHBP1"	"M1"
"1022"	"GIMAP6"	"M5"
"1023"	"FXYD3"	"M3"
"1024"	"X.188"	"M8"
"1025"	"GBP4"	"M3"
"1026"	"PPIF"	"M4"
"1027"	"PPP1R1A"	"M10"
"1028"	"TIMP4"	"M10"
"1029"	"CD22"	"M2"
"1030"	"DHCR7"	"M9"
"1031"	"WNT9A"	"M8"
"1032"	"TOX"	"M5"
"1033"	"PITPNC1"	"M4"
"1034"	"ARHGDIG"	"M9"
"1035"	"ABCG1"	"M5"
"1036"	"EPHB3"	"M1"
"1037"	"PDE4B"	"M1"
"1038"	"C10orf82"	"M5"
"1039"	"INSC"	"M2"
"1040"	"ALKAL2"	"M3"
"1041"	"HGF"	"M1"
"1042"	"GPAT2"	"M3"
"1043"	"FREM2"	"M5"
"1044"	"CFAP70"	"M9"
"1045"	"DACT3"	"M7"
"1046"	"SLC6A1"	"M8"
"1047"	"NPTX2"	"M3"
"1048"	"LOXL1"	"M3"
"1049"	"ABLIM2"	"M4"
"1050"	"SLC16A7"	"M4"
"1051"	"FGR"	"M1"
"1052"	"TRIM29"	"M8"
"1053"	"ATP2A3"	"M7"
"1054"	"MOXD1"	"M3"
"1055"	"EPHX2"	"M3"
"1056"	"ADH1A"	"M1"
"1057"	"PPARG"	"M10"
"1058"	"HES4"	"M2"
"1059"	"CACNA1D"	"M9"
"1060"	"CD200"	"M1"
"1061"	"TRPM3"	"M2"
"1062"	"IL20RB"	"M1"
"1063"	"BRSK1"	"M5"
"1064"	"MUC20"	"Not.Correlated"
"1065"	"PCK2"	"M1"
"1066"	"ADAM28"	"M1"
"1067"	"SEMA4G"	"M2"
"1068"	"ZNF334"	"M9"
"1069"	"PSAT1"	"Not.Correlated"
"1070"	"SCNN1A"	"M8"
"1071"	"FLRT3"	"M5"
"1072"	"SPAG5"	"M2"
"1073"	"NLGN4X"	"M5"
"1074"	"MATN3"	"M1"
"1075"	"RAPGEFL1"	"Not.Correlated"
"1076"	"ESPN"	"M5"
"1077"	"KCNMA1"	"M7"
"1078"	"NAALAD2"	"M9"
"1079"	"GJC3"	"M2"
"1080"	"AURKB"	"M2"
"1081"	"CHADL"	"M1"
"1082"	"ODF3B"	"M4"
"1083"	"KIAA1549L"	"M2"
"1084"	"CLCF1"	"M4"
"1085"	"EIF4EBP1"	"M9"
"1086"	"TRIM45"	"M9"
"1087"	"OLFML1"	"M3"
"1088"	"RECQL4"	"M1"
"1089"	"CDH7"	"M2"
"1090"	"RYR3"	"M9"
"1091"	"PLD4"	"M3"
"1092"	"GPT"	"M1"
"1093"	"ISM1"	"M5"
"1094"	"FCGR3A"	"M6"
"1095"	"ATP8B1"	"M7"
"1096"	"WNK2"	"M2"
"1097"	"C19orf33"	"M8"
"1098"	"TMEM255A"	"M5"
"1099"	"CHP2"	"M2"
"1100"	"RXRG"	"M5"
"1101"	"SAA1"	"M4"
"1102"	"CYTH4"	"M6"
"1103"	"SYCP3"	"M1"
"1104"	"PLCXD1"	"Not.Correlated"
"1105"	"TPPP3"	"M3"
"1106"	"DNAJC6"	"M2"
"1107"	"DDX3Y"	"Not.Correlated"
"1108"	"CIDEC"	"M10"
"1109"	"AQP3"	"M1"
"1110"	"LMO3"	"M4"
"1111"	"ZNF511.PRAP1"	"M3"
"1112"	"NR4A3"	"M4"
"1113"	"SLC1A7"	"M8"
"1114"	"OAS3"	"M3"
"1115"	"SELP"	"M1"
"1116"	"RASGEF1C"	"M5"
"1117"	"MS4A4A"	"M6"
"1118"	"C12orf75"	"M7"
"1119"	"USP2"	"M1"
"1120"	"ITGAX"	"M1"
"1121"	"C16orf89"	"M2"
"1122"	"KCNJ8"	"M5"
"1123"	"SIGLEC1"	"M6"
"1124"	"KCNJ10"	"M2"
"1125"	"CYP2J2"	"M2"
"1126"	"IL17B"	"M2"
"1127"	"NEB"	"Not.Correlated"
"1128"	"PGF"	"Not.Correlated"
"1129"	"SDK2"	"M2"
"1130"	"MYH7B"	"M9"
"1131"	"TGFB3"	"M1"
"1132"	"RFLNB"	"M9"
"1133"	"INHBA"	"Not.Correlated"
"1134"	"RCC1"	"M9"
"1135"	"DSP"	"Not.Correlated"
"1136"	"ADAMTS5"	"M10"
"1137"	"NPTXR"	"M1"
"1138"	"LRRC37A"	"Not.Correlated"
"1139"	"X.248"	"M5"
"1140"	"APBB1IP"	"M6"
"1141"	"CTHRC1"	"M3"
"1142"	"GJB1"	"M2"
"1143"	"CEBPA"	"M10"
"1144"	"ZNF423"	"M3"
"1145"	"RELB"	"M4"
"1146"	"ARHGAP19.SLIT1"	"M2"
"1147"	"LGI1"	"M2"
"1148"	"PGM2L1"	"M4"
"1149"	"G0S2"	"M10"
"1150"	"APOL4"	"M4"
"1151"	"ITGB3"	"M1"
"1152"	"PTGES"	"M1"
"1153"	"SHISA7"	"M2"
"1154"	"FRAS1"	"M1"
"1155"	"GRB14"	"M2"
"1156"	"ANKRD30B"	"M2"
"1157"	"ANO1"	"M7"
"1158"	"LCTL"	"M2"
"1159"	"INS.IGF2"	"M3"
"1160"	"ITGB7"	"M8"
"1161"	"ITGA8"	"M7"
"1162"	"MLXIPL"	"M10"
"1163"	"NYAP1"	"M1"
"1164"	"DPP4"	"M2"
"1165"	"PTX3"	"M4"
"1166"	"GUCY1A2"	"M1"
"1167"	"MMRN1"	"M1"
"1168"	"PLAAT4"	"M1"
"1169"	"MCTP2"	"M2"
"1170"	"IFITM10"	"M3"
"1171"	"IER3"	"M1"
"1172"	"PAPPA"	"M5"
"1173"	"PTN"	"M5"
"1174"	"AGTR1"	"M10"
"1175"	"LILRB5"	"M6"
"1176"	"TMEM132C"	"M2"
"1177"	"PLXNA4"	"M5"
"1178"	"TPO"	"M1"
"1179"	"TMEM59L"	"M5"
"1180"	"ACTA1"	"Not.Correlated"
"1181"	"RNF122"	"M1"
"1182"	"THY1"	"M3"
"1183"	"SLC22A18"	"Not.Correlated"
"1184"	"PCSK6"	"M2"
"1185"	"HEPN1"	"M2"
"1186"	"FXYD6.FXYD2"	"M2"
"1187"	"PIK3R5"	"M6"
"1188"	"PTGER4"	"M1"
"1189"	"EPHA4"	"M1"
"1190"	"TMEM144"	"M9"
"1191"	"RSPO3"	"M8"
"1192"	"MFAP2"	"M3"
"1193"	"RGL3"	"Not.Correlated"
"1194"	"DLL1"	"Not.Correlated"
"1195"	"MYO5B"	"M8"
"1196"	"CASQ2"	"M7"
"1197"	"CCL13"	"M6"
"1198"	"RBM11"	"M2"
"1199"	"ADGRB1"	"M2"
"1200"	"FRMD5"	"M5"
"1201"	"KCNIP2"	"M10"
"1202"	"DYSF"	"M1"
"1203"	"LHX6"	"M5"
"1204"	"CDH2"	"M5"
"1205"	"KCNB1"	"M1"
"1206"	"BMP2"	"M1"
"1207"	"C3AR1"	"M6"
"1208"	"ADGRB3"	"M5"
"1209"	"ZNF385D"	"M4"
"1210"	"GAL3ST4"	"M3"
"1211"	"JAK3"	"M4"
"1212"	"FZD2"	"M8"
"1213"	"PLCXD3"	"Not.Correlated"
"1214"	"KCNS3"	"M2"
"1215"	"IL17RD"	"M3"
"1216"	"GRIA2"	"M2"
"1217"	"S100A9"	"M4"
"1218"	"F2R"	"M2"
"1219"	"PLAUR"	"M4"
"1220"	"AQP7"	"M10"
"1221"	"GDPD3"	"M9"
"1222"	"ARFGEF3"	"M2"
"1223"	"HK2"	"M10"
"1224"	"CMBL"	"M3"
"1225"	"DKK2"	"M3"
"1226"	"NFKBID"	"M1"
"1227"	"NTNG1"	"M5"
"1228"	"MN1"	"M7"
"1229"	"RGS9"	"M5"
"1230"	"NXPH3"	"M3"
"1231"	"NOX4"	"M1"
"1232"	"SPON1"	"M5"
"1233"	"H1.2"	"Not.Correlated"
"1234"	"TOGARAM2"	"M1"
"1235"	"GUCY1A1"	"M7"
"1236"	"GADD45G"	"M1"
"1237"	"SDF2L1"	"M4"
"1238"	"MPEG1"	"M6"
"1239"	"PLAU"	"M1"
"1240"	"RERGL"	"M7"
"1241"	"PPFIA2"	"M4"
"1242"	"KIF26A"	"M3"
"1243"	"ST6GALNAC3"	"M4"
"1244"	"SLC39A11"	"M1"
"1245"	"ARHGAP20"	"M3"
"1246"	"DEPDC7"	"M9"
"1247"	"MROH7"	"M9"
"1248"	"X.34"	"M1"
"1249"	"SEMA5B"	"M8"
"1250"	"AIF1"	"M6"
"1251"	"ST6GALNAC5"	"M5"
"1252"	"TRIB1"	"M4"
"1253"	"DMKN"	"Not.Correlated"
"1254"	"POU3F2"	"M2"
"1255"	"PCDH10"	"M5"
"1256"	"EPHB2"	"M3"
"1257"	"SFXN2"	"M1"
"1258"	"ALOX5AP"	"M6"
"1259"	"TGFB2"	"M4"
"1260"	"SERPINF2"	"M3"
"1261"	"ISG15"	"M3"
"1262"	"MYOT"	"M5"
"1263"	"WSCD2"	"M3"
"1264"	"KLHDC8A"	"M2"
"1265"	"TWIST2"	"M5"
"1266"	"FCGR2B"	"M6"
"1267"	"C6"	"M10"
"1268"	"WNT5B"	"M1"
"1269"	"TPPP2"	"M2"
"1270"	"LCN6"	"M1"
"1271"	"HSD11B1"	"M1"
"1272"	"ACKR2"	"M1"
"1273"	"HKDC1"	"M2"
"1274"	"PI15"	"M2"
"1275"	"SLC17A9"	"M4"
"1276"	"X.20"	"M4"
"1277"	"ZC3H12A"	"M4"
"1278"	"NAT8L"	"M10"
"1279"	"SYNDIG1"	"M2"
"1280"	"GCGR"	"M8"
"1281"	"PTH1R"	"M1"
"1282"	"ALPK3"	"M10"
"1283"	"BCL6B"	"M3"
"1284"	"KDELR3"	"M3"
"1285"	"ARHGEF19"	"M3"
"1286"	"TNK1"	"M4"
"1287"	"UTS2"	"M9"
"1288"	"CYP19A1"	"M4"
"1289"	"ATP8B4"	"M1"
"1290"	"FAM81A"	"M2"
"1291"	"COL11A2"	"M2"
"1292"	"SCUBE3"	"M3"
"1293"	"RIMS3"	"M2"
"1294"	"CHST7"	"M1"
"1295"	"HEY2"	"M7"
"1296"	"PLA2G4C"	"M1"
"1297"	"FOLR2"	"M6"
"1298"	"TBC1D8B"	"Not.Correlated"
"1299"	"ACSM5"	"M2"
"1300"	"ATAD3C"	"M3"
"1301"	"HMOX1"	"M2"
"1302"	"CDH13"	"M7"
"1303"	"LRRN1"	"M2"
"1304"	"PYGM"	"M7"
"1305"	"ADRA2B"	"M7"
"1306"	"SOX7"	"M1"
"1307"	"BMF"	"M1"
"1308"	"TTLL9"	"M2"
"1309"	"ADGRG2"	"M1"
"1310"	"HOXD9"	"Not.Correlated"
"1311"	"SERPINA1"	"M6"
"1312"	"TGFA"	"M2"
"1313"	"CPAMD8"	"M10"
"1314"	"CREB3L1"	"M1"
"1315"	"FOXS1"	"M3"
"1316"	"ESYT3"	"M3"
"1317"	"PCSK2"	"M5"
"1318"	"SECTM1"	"M4"
"1319"	"TMEM200A"	"M1"
"1320"	"PLEK"	"M6"
"1321"	"LRRN2"	"M3"
"1322"	"X.117"	"M1"
"1323"	"TRIM9"	"M5"
"1324"	"FREM1"	"M3"
"1325"	"C1QL1"	"M1"
"1326"	"SLC2A5"	"M4"
"1327"	"GSTT2B"	"Not.Correlated"
"1328"	"QRICH2"	"M9"
"1329"	"JAML"	"M3"
"1330"	"PPP1R1B"	"M1"
"1331"	"MEOX1"	"M1"
"1332"	"HP"	"M4"
"1333"	"TM4SF18"	"M3"
"1334"	"CD300LG"	"M10"
"1335"	"ECHDC3"	"M1"
"1336"	"SESN2"	"M9"
"1337"	"TACR1"	"M1"
"1338"	"ADARB2"	"M1"
"1339"	"F10"	"M7"
"1340"	"FSTL5"	"M2"
"1341"	"TNFRSF12A"	"M4"
"1342"	"RELT"	"M4"
"1343"	"ACE"	"M3"
