"genes"	"modules"
"225"	"SLC7A6OS"	"M1"
"226"	"SBNO2"	"M4"
"227"	"RDH10"	"M5"
"228"	"NUDT16"	"M1"
"229"	"NR4A2"	"M1"
"230"	"CYB5R2"	"M5"
"231"	"ST6GALNAC2"	"M5"
"232"	"THBS2"	"M4"
"233"	"CKB"	"M1"
"234"	"DPYSL3"	"M3"
"235"	"ARHGEF26"	"M3"
"236"	"HLA.DPB1"	"M1"
"237"	"VIT"	"M8"
"238"	"CLEC3B"	"M3"
"239"	"IFNGR2"	"M3"
"240"	"NAMPT"	"M4"
"241"	"AOX1"	"M1"
"242"	"FXYD6"	"M2"
"243"	"CPXM2"	"M3"
"244"	"CDO1"	"M1"
"245"	"SRGN"	"M6"
"246"	"ARRDC2"	"M1"
"247"	"COL8A1"	"M1"
"248"	"X.45"	"M1"
"249"	"OSMR"	"M4"
"250"	"SERPINB9"	"M2"
"251"	"LEPR"	"M3"
"252"	"FZD1"	"M3"
"253"	"RPS6KA2"	"M1"
"254"	"PPA1"	"M1"
"255"	"LHPP"	"M2"
"256"	"MRC2"	"M3"
"257"	"SLC5A3"	"M2"
"258"	"TSKU"	"M1"
"259"	"IL16"	"M2"
"260"	"INSR"	"M1"
"261"	"RGS11"	"M9"
"262"	"PLVAP"	"M4"
"263"	"PHLDA1"	"M4"
"264"	"SRPK3"	"M2"
"265"	"ARHGAP39"	"M2"
"266"	"CAPS"	"M1"
"267"	"SLIT2"	"M2"
"268"	"TAFA5"	"M2"
"269"	"SLIT3"	"M3"
"270"	"PRRX1"	"M1"
"271"	"PPL"	"M3"
"272"	"GLDN"	"M2"
"273"	"HIF3A"	"M1"
"274"	"CEBPB"	"M1"
"275"	"SPTBN5"	"M2"
"276"	"NRXN1"	"M5"
"277"	"SPRY1"	"M4"
"278"	"ATP8A1"	"M9"
"279"	"HLA.DRB5"	"M1"
"280"	"IGFBP3"	"M1"
"281"	"GGT5"	"M9"
"282"	"ADAMTS9"	"M4"
"283"	"CCDC80"	"M3"
"284"	"NR1D1"	"Not.Correlated"
"285"	"SRPX"	"M9"
"286"	"RNASE1"	"M6"
"287"	"COL15A1"	"M1"
"288"	"KCNMB4"	"M5"
"289"	"TP53INP2"	"M5"
"290"	"TGM2"	"M4"
"291"	"EXOSC7"	"M3"
"292"	"LAMA3"	"M2"
"293"	"GALNT17"	"M2"
"294"	"PIK3IP1"	"M5"
"295"	"MAN1A1"	"M1"
"296"	"MYC"	"M4"
"297"	"ELN"	"M4"
"298"	"ALDOC"	"M1"
"299"	"TMPO"	"Not.Correlated"
"300"	"MEOX2"	"M3"
"301"	"PFKFB3"	"M4"
"302"	"PLTP"	"M2"
"303"	"NFIL3"	"M4"
"304"	"MT1X"	"M3"
"305"	"KLF15"	"M1"
"306"	"AOC3"	"M7"
"307"	"F3"	"M1"
"308"	"KRT19"	"M8"
"309"	"ACKR3"	"M3"
"310"	"FHL2"	"M3"
"311"	"RCAN1"	"M4"
"312"	"MYLK"	"M7"
"313"	"BNC2"	"M3"
"314"	"ISYNA1"	"M3"
"315"	"S100A4"	"M3"
"316"	"OLFML2A"	"M8"
"317"	"JADE1"	"M1"
"318"	"PTGFR"	"M3"
"319"	"SERPINH1"	"M1"
"320"	"CSRNP1"	"M4"
"321"	"EXTL1"	"M2"
"322"	"PLEKHH2"	"M8"
"323"	"NID2"	"M3"
"324"	"METRN"	"M5"
"325"	"SESN1"	"M1"
"326"	"UAP1"	"M4"
"327"	"SPP1"	"M3"
"328"	"ITPKC"	"M3"
"329"	"MDK"	"M5"
"330"	"FGFBP2"	"M2"
"331"	"APCDD1"	"M1"
"332"	"VCAN"	"M4"
"333"	"SDC4"	"M4"
"334"	"CD36"	"M10"
"335"	"DDX21"	"M4"
"336"	"PLK2"	"M1"
"337"	"KLF5"	"M8"
"338"	"GRIK3"	"M5"
"339"	"F13A1"	"M6"
"340"	"LRRC8B"	"M3"
"341"	"GRAMD1B"	"M2"
"342"	"PTPDC1"	"M2"
"343"	"HLA.DQB1"	"M1"
"344"	"AZGP1"	"M2"
"345"	"PLEKHG5"	"M2"
"346"	"EGR2"	"M2"
"347"	"SOCS3"	"M4"
"348"	"MAOA"	"M1"
"349"	"TMPRSS5"	"M2"
"350"	"RASD1"	"M1"
"351"	"SEMA3C"	"M3"
"352"	"TTYH1"	"M5"
"353"	"IL1R1"	"M5"
"354"	"S1PR1"	"M4"
"355"	"KCNK12"	"M2"
"356"	"AKR1C1"	"M10"
"357"	"IRS2"	"M1"
"358"	"ELL2"	"M4"
"359"	"CSF1R"	"M6"
"360"	"TCIM"	"M4"
"361"	"SCARA3"	"M3"
"362"	"HLA.DMA"	"M1"
"363"	"SEMA6C"	"M2"
"364"	"ITIH5"	"M3"
"365"	"FADS2"	"Not.Correlated"
"366"	"SERPINE2"	"M4"
"367"	"SHC4"	"M2"
"368"	"PRPS2"	"M1"
"369"	"SORBS2"	"M7"
"370"	"ANGPTL2"	"M3"
"371"	"FBXO32"	"M1"
"372"	"ASPA"	"M9"
"373"	"ADH1C"	"M1"
"374"	"COMP"	"M5"
"375"	"PAQR6"	"M2"
"376"	"MMP15"	"M2"
"377"	"SORCS2"	"M8"
"378"	"PRRT2"	"M9"
"379"	"CTSC"	"M1"
"380"	"SFRP2"	"M3"
"381"	"FAIM2"	"M2"
"382"	"B4GALNT4"	"M5"
"383"	"X.288"	"M5"
"384"	"SPOCK1"	"M1"
"385"	"PER3"	"M9"
"386"	"DTX4"	"M9"
"387"	"PRG4"	"M5"
"388"	"TTN"	"Not.Correlated"
"389"	"CTSK"	"M3"
"390"	"GPR37L1"	"M2"
"391"	"ADM"	"M4"
"392"	"PRICKLE1"	"M3"
"393"	"UGT8"	"M2"
"394"	"SVIP"	"M2"
"395"	"C1QTNF1"	"M5"
"396"	"CCL14"	"Not.Correlated"
"397"	"CLCN2"	"M1"
"398"	"KCTD11"	"M2"
"399"	"SIK1"	"Not.Correlated"
"400"	"MT3"	"M1"
"401"	"LSP1"	"M3"
"402"	"ZFP91.CNTF"	"M2"
"403"	"SLITRK5"	"M5"
"404"	"PLIN4"	"M10"
"405"	"ADAMTS4"	"M4"
"406"	"SLC29A1"	"M3"
"407"	"FOXD1"	"M8"
"408"	"AVPI1"	"M1"
"409"	"CCDC69"	"M5"
"410"	"TLDC2"	"M1"
"411"	"FMO2"	"Not.Correlated"
"412"	"CD248"	"M3"
"413"	"TUBB2B"	"M4"
"414"	"FILIP1L"	"M7"
"415"	"GABRE"	"M1"
"416"	"MEDAG"	"M4"
"417"	"CBS"	"M1"
"418"	"AHNAK2"	"M3"
"419"	"EFHD1"	"M7"
"420"	"TMEM132B"	"M5"
"421"	"NRIP2"	"M2"
"422"	"TIPARP"	"M1"
"423"	"COBL"	"M5"
"424"	"ATG16L2"	"M3"
"425"	"SLC39A14"	"M4"
"426"	"CCL15.CCL14"	"Not.Correlated"
"427"	"HCLS1"	"M6"
"428"	"LCNL1"	"M1"
"429"	"AKR1C2"	"M10"
"430"	"PTCH2"	"M3"
"431"	"POSTN"	"M1"
"432"	"RUNX1"	"M1"
"433"	"OLFM1"	"M1"
"434"	"MT1E"	"M3"
"435"	"C1QC"	"M6"
"436"	"ITGBL1"	"M3"
"437"	"ANPEP"	"M1"
"438"	"PLIN2"	"M4"
"439"	"SSPN"	"M3"
"440"	"OLFML3"	"M3"
"441"	"TUBB4A"	"M2"
"442"	"MGST1"	"M5"
"443"	"FA2H"	"M2"
"444"	"CORO6"	"M1"
"445"	"XAF1"	"M3"
"446"	"TFRC"	"M4"
"447"	"LAPTM5"	"M6"
"448"	"RASSF2"	"M3"
"449"	"PDE5A"	"M3"
"450"	"C1QB"	"M6"
"451"	"FLT1"	"M4"
"452"	"SFRP1"	"M3"
"453"	"PRODH"	"M1"
"454"	"PI16"	"M3"
"455"	"PARM1"	"M7"
"456"	"PPP1R9A"	"M2"
"457"	"MAFF"	"M4"
"458"	"KANK4"	"M2"
"459"	"RPL9"	"Not.Correlated"
"460"	"ACCS"	"M4"
"461"	"NKD1"	"M1"
"462"	"SHROOM3"	"M2"
"463"	"MEGF6"	"M4"
"464"	"ATF3"	"M1"
"465"	"STRIP1"	"Not.Correlated"
"466"	"RARRES1"	"M4"
"467"	"IGF1"	"M5"
"468"	"ARHGAP15"	"M5"
"469"	"BCL3"	"M4"
"470"	"BTNL9"	"M1"
"471"	"DACT1"	"M3"
"472"	"NRXN3"	"M5"
"473"	"HBB"	"Not.Correlated"
"474"	"ADGRG1"	"M4"
"475"	"CADM1"	"M5"
"476"	"KIAA1755"	"M2"
"477"	"ASS1"	"M5"
"478"	"SYBU"	"M1"
"479"	"ACADL"	"M1"
"480"	"NDE1"	"M7"
"481"	"HLA.DMB"	"M1"
"482"	"INSIG1"	"Not.Correlated"
"483"	"EMILIN3"	"M8"
"484"	"MAG"	"M2"
"485"	"IRAG1"	"M7"
"486"	"TNNC1"	"M8"
"487"	"PCYT2"	"M1"
"488"	"ADHFE1"	"M1"
"489"	"DCLK3"	"M2"
"490"	"PAQR8"	"M5"
"491"	"C1QA"	"M6"
"492"	"KCNA2"	"M2"
"493"	"ITGA10"	"M1"
"494"	"IGFBP2"	"M1"
"495"	"CIT"	"M9"
"496"	"FCGR2A"	"M6"
"497"	"SPEG"	"M7"
"498"	"HR"	"M1"
"499"	"GJA4"	"M3"
"500"	"TNFRSF25"	"M2"
"501"	"SEMA6D"	"M5"
"502"	"ECM2"	"M3"
"503"	"RND3"	"M4"
"504"	"INMT"	"M3"
"505"	"GADD45A"	"M4"
"506"	"ENTPD2"	"M5"
"507"	"WDR86"	"M2"
"508"	"C2orf88"	"M5"
"509"	"PRRG4"	"M1"
"510"	"CILP"	"M10"
"511"	"SPRY4"	"M1"
"512"	"RGS2"	"M6"
"513"	"OGN"	"M3"
"514"	"UNC13D"	"M9"
"515"	"COL21A1"	"M9"
"516"	"STEAP2"	"M4"
"517"	"CP"	"M4"
"518"	"BOC"	"M3"
"519"	"FLVCR2"	"M1"
"520"	"PRDM16"	"M5"
"521"	"MAMDC2"	"M1"
"522"	"CERS1"	"M2"
"523"	"ARHGEF16"	"M2"
"524"	"CGNL1"	"M3"
"525"	"OSR2"	"M1"
"526"	"UGCG"	"M4"
"527"	"COL7A1"	"M1"
"528"	"UPK3BL1"	"Not.Correlated"
"529"	"THBD"	"M4"
"530"	"HLF"	"M4"
"531"	"DCXR"	"M1"
"532"	"GLI1"	"M8"
"533"	"PTGIS"	"M5"
"534"	"MTHFD2"	"M4"
"535"	"DES"	"M7"
"536"	"MIA"	"M2"
"537"	"CXCR4"	"M6"
"538"	"APOE"	"M2"
"539"	"PDZRN4"	"M8"
"540"	"TLR2"	"M6"
"541"	"HBEGF"	"Not.Correlated"
"542"	"SEPTIN3"	"M2"
"543"	"GAMT"	"M2"
"544"	"STIM2"	"Not.Correlated"
"545"	"ZBTB16"	"M1"
"546"	"SLC25A48"	"M2"
"547"	"LGI2"	"M2"
"548"	"PPFIBP2"	"M1"
"549"	"HES1"	"M3"
"550"	"X.163"	"Not.Correlated"
"551"	"ADAMTSL2"	"M3"
"552"	"CACNA1H"	"M7"
"553"	"SLCO4A1"	"M1"
"554"	"TSPAN11"	"M2"
"555"	"MSMO1"	"M2"
"556"	"LYVE1"	"M6"
"557"	"OLFML2B"	"M3"
"558"	"PIK3R3"	"M3"
"559"	"PPP2R3B"	"M9"
"560"	"CLSTN2"	"M2"
"561"	"PALS2"	"M2"
"562"	"ZNF536"	"M5"
"563"	"PLA2R1"	"M3"
"564"	"OMD"	"M8"
"565"	"PRRG3"	"M2"
"566"	"AGPAT2"	"M10"
"567"	"PPP2R2B"	"M5"
"568"	"TYMP"	"M4"
"569"	"ZBTB7C"	"M8"
"570"	"NTN4"	"M3"
"571"	"CD14"	"M6"
"572"	"ID1"	"Not.Correlated"
"573"	"ALDH1A3"	"M1"
"574"	"FGF14"	"M3"
"575"	"HMGA1"	"M4"
"576"	"CNTN1"	"M5"
"577"	"FLNC"	"M7"
"578"	"CUBN"	"M2"
"579"	"PLIN1"	"M10"
"580"	"PLXNA2"	"M1"
"581"	"RCAN2"	"M7"
"582"	"ECRG4"	"M3"
"583"	"CD68"	"M6"
"584"	"RPGR"	"M3"
"585"	"ABAT"	"M1"
"586"	"CX3CL1"	"M7"
"587"	"MX1"	"M3"
"588"	"ADPRHL1"	"M2"
"589"	"HTRA3"	"M5"
"590"	"HLA.DQA1"	"M1"
"591"	"IFI6"	"M3"
"592"	"PEX5L"	"M2"
"593"	"B3GAT1"	"M2"
"594"	"PCTP"	"M1"
"595"	"SMIM3"	"M1"
"596"	"CNN1"	"M7"
"597"	"RRAD"	"M7"
"598"	"NAV3"	"M9"
"599"	"SLCO2A1"	"M4"
"600"	"CADM2"	"M5"
"601"	"NCAM2"	"M5"
"602"	"TSPAN8"	"M5"
"603"	"FAAH"	"M8"
"604"	"TSPAN5"	"M3"
"605"	"LOX"	"M1"
"606"	"GSTM1"	"M3"
"607"	"TP53I3"	"M1"
"608"	"ANGPTL4"	"M4"
"609"	"GFRA3"	"M5"
"610"	"CLIC5"	"M3"
"611"	"CMTM5"	"M5"
"612"	"CPM"	"M1"
"613"	"MERTK"	"M1"
"614"	"SLC9A3"	"M2"
"615"	"NEXN"	"M1"
"616"	"SAMD9L"	"M3"
"617"	"KRT10"	"M2"
"618"	"EGFLAM"	"M4"
"619"	"TBC1D8"	"M3"
"620"	"STARD5"	"M2"
"621"	"GPAM"	"M10"
"622"	"HBA2"	"Not.Correlated"
"623"	"NTN1"	"M3"
"624"	"ETV6"	"M4"
"625"	"ICAM1"	"M4"
"626"	"TENM2"	"M3"
"627"	"CCN3"	"M1"
"628"	"FAM118A"	"Not.Correlated"
"629"	"UPP1"	"M4"
"630"	"SPTB"	"M2"
"631"	"ABCC9"	"M5"
"632"	"FMN2"	"M2"
"633"	"RAP1GAP"	"M2"
"634"	"ADAM23"	"M5"
"635"	"CRLF1"	"M5"
"636"	"NPR1"	"M5"
"637"	"MS4A6A"	"M6"
"638"	"UBALD2"	"M3"
"639"	"X.86"	"M3"
"640"	"FAM20A"	"M4"
"641"	"CRIP1"	"M3"
"642"	"THNSL2"	"Not.Correlated"
"643"	"GPC6"	"M3"
"644"	"FOXD3"	"M5"
"645"	"SPON2"	"M3"
"646"	"IL4R"	"M4"
"647"	"TBX15"	"M1"
"648"	"NABP1"	"M4"
"649"	"ANKRD33B"	"M1"
"650"	"MT1M"	"M3"
"651"	"ITGB2"	"M6"
"652"	"SH3TC1"	"M6"
"653"	"TNFRSF19"	"M5"
"654"	"MAFB"	"M6"
"655"	"PCDH18"	"M5"
"656"	"SEC14L5"	"M2"
"657"	"LDLR"	"M4"
"658"	"PDE1A"	"M3"
"659"	"GDF1"	"M2"
"660"	"CEP85"	"M2"
"661"	"SLC19A2"	"M1"
"662"	"VSIG4"	"M6"
"663"	"SHROOM1"	"M2"
"664"	"SLC40A1"	"M3"
"665"	"SLC16A12"	"M1"
"666"	"SRPX2"	"M9"
"667"	"KIF5C"	"M2"
"668"	"NRCAM"	"M3"
"669"	"SH3TC2"	"M2"
"670"	"SLC1A3"	"M6"
"671"	"KCNK5"	"M2"
"672"	"SLPI"	"M5"
"673"	"LBH"	"M7"
"674"	"ALS2CL"	"M3"
"675"	"IER5L"	"M4"
"676"	"CCL2"	"M4"
"677"	"ADAMTSL1"	"M2"
"678"	"TMEM119"	"M3"
"679"	"WNT6"	"M5"
"680"	"MTARC1"	"M1"
"681"	"ARHGEF4"	"Not.Correlated"
"682"	"IZUMO4"	"M1"
"683"	"SLC35F1"	"M5"
"684"	"CFB"	"M4"
"685"	"MPZL2"	"M4"
"686"	"ABO"	"M8"
"687"	"PRKAR2B"	"M10"
"688"	"CAMK2B"	"M2"
"689"	"SLC25A10"	"M2"
"690"	"HEYL"	"M1"
"691"	"BTN3A1"	"M3"
"692"	"NREP"	"M1"
"693"	"SHOX2"	"M3"
"694"	"S1PR3"	"M4"
"695"	"SHH"	"M5"
"696"	"HSPB7"	"M10"
"697"	"MAP2"	"M8"
"698"	"X.30"	"M4"
"699"	"GHR"	"M10"
"700"	"IFIT3"	"M5"
"701"	"NBPF1"	"M3"
"702"	"ENPP6"	"M8"
"703"	"IFI44L"	"M3"
"704"	"PEG10"	"M2"
"705"	"TNNT2"	"M8"
"706"	"SPSB1"	"M4"
"707"	"CASTOR1"	"M1"
"708"	"CYP4F12"	"M4"
"709"	"CES1"	"M10"
"710"	"CYP4X1"	"M8"
"711"	"NOS3"	"M4"
"712"	"ACTG2"	"M7"
"713"	"IGSF11"	"M5"
"714"	"TRPV3"	"M9"
"715"	"SCN9A"	"M5"
"716"	"DUSP5"	"M4"
"717"	"CMYA5"	"M5"
"718"	"SYTL2"	"M1"
"719"	"FAM83F"	"M1"
"720"	"TSPAN18"	"Not.Correlated"
"721"	"FRZB"	"M3"
"722"	"XKR4"	"M5"
"723"	"SOX18"	"Not.Correlated"
"724"	"SOX17"	"Not.Correlated"
"725"	"IL33"	"M1"
"726"	"CHST2"	"M2"
"727"	"RAI2"	"M1"
"728"	"ETNK2"	"M1"
"729"	"HILPDA"	"M4"
"730"	"DUSP15"	"M2"
"731"	"DNM1"	"M3"
"732"	"BDKRB2"	"M1"
"733"	"NTM"	"M5"
"734"	"LONRF2"	"M1"
"735"	"NPIPA3"	"Not.Correlated"
"736"	"VAT1L"	"M2"
"737"	"OBSCN"	"Not.Correlated"
"738"	"C5"	"M4"
"739"	"CORO1A"	"M6"
"740"	"AK5"	"M2"
"741"	"SOX2"	"M5"
"742"	"NME1"	"M4"
"743"	"PROCR"	"M5"
"744"	"TSPOAP1"	"M9"
"745"	"BIRC7"	"M2"
"746"	"LZTS1"	"M1"
"747"	"LRP4"	"M1"
"748"	"DHH"	"M2"
"749"	"HBA1"	"Not.Correlated"
"750"	"THSD4"	"M3"
"751"	"DPY19L2"	"M9"
"752"	"CRTAC1"	"M2"
"753"	"DDX11"	"Not.Correlated"
"754"	"FCGBP"	"M6"
"755"	"LCP1"	"M6"
"756"	"AKR1C3"	"M10"
"757"	"NLGN3"	"M5"
"758"	"MUSTN1"	"M7"
"759"	"SLC7A8"	"M1"
"760"	"DOCK3"	"M2"
"761"	"SLC24A4"	"M2"
"762"	"APC2"	"M5"
"763"	"SLC16A3"	"M4"
"764"	"IQCN"	"M9"
"765"	"BTN3A2"	"M3"
"766"	"ANGPT1"	"M3"
"767"	"SLC6A6"	"M4"
"768"	"GLDC"	"M2"
"769"	"GLT8D2"	"M3"
"770"	"RASGEF1A"	"M2"
"771"	"IGSF1"	"M1"
"772"	"JAKMIP2"	"M2"
"773"	"VCAM1"	"M1"
"774"	"COLEC12"	"M3"
"775"	"ADIPOQ"	"M10"
"776"	"IL18"	"M8"
"777"	"P2RX7"	"M9"
"778"	"FST"	"Not.Correlated"
"779"	"ADAM19"	"M1"
"780"	"FHL5"	"M7"
"781"	"SLC11A1"	"M3"
"782"	"GPR4"	"M4"
"783"	"VXN"	"M1"
"784"	"SERPINE1"	"M4"
"785"	"SMIM5"	"M5"
"786"	"KRT14"	"M2"
"787"	"RORA"	"Not.Correlated"
"788"	"CLEC7A"	"M6"
"789"	"EDN1"	"M3"
"790"	"PLN"	"M7"
"791"	"BHLHE41"	"M3"
"792"	"ATP1B2"	"M5"
"793"	"PDE4D"	"M4"
"794"	"PLCB2"	"M6"
"795"	"BMP7"	"M5"
"796"	"SGCD"	"M2"
"797"	"RPS28"	"Not.Correlated"
"798"	"ART3"	"M2"
"799"	"ANGPTL1"	"M1"
"800"	"SLC36A2"	"M2"
"801"	"C5AR1"	"M6"
"802"	"MFSD2A"	"M2"
"803"	"RFLNA"	"M8"
"804"	"EPHB6"	"M4"
"805"	"RPS4Y1"	"Not.Correlated"
"806"	"GAS1"	"M5"
"807"	"LRRC37A2"	"Not.Correlated"
"808"	"HCN1"	"M2"
"809"	"PYROXD2"	"M3"
"810"	"GLRX"	"M4"
"811"	"CCDC71L"	"M4"
"812"	"X.22"	"M1"
"813"	"SSC5D"	"M3"
"814"	"TMEM100"	"M1"
"815"	"KCNIP3"	"M1"
"816"	"GDF10"	"M1"
