"genes"	"modules"
"833"	"CDC42EP5"	"M1"
"834"	"TRIB1"	"M4"
"835"	"ANGPT1"	"M5"
"836"	"PAGE4"	"M5"
"837"	"WNK4"	"M1"
"838"	"HGD"	"M1"
"839"	"CPXM2"	"M2"
"840"	"PDE3A"	"M2"
"841"	"ARHGEF38"	"M1"
"842"	"X.186"	"M3"
"843"	"CNKSR1"	"M3"
"844"	"MAL2"	"M3"
"845"	"SRPX"	"M1"
"846"	"AKR1C1"	"M1"
"847"	"C1QA"	"M6"
"848"	"GSTO2"	"M3"
"849"	"FLRT3"	"M3"
"850"	"CLIC6"	"M6"
"851"	"CACNA1D"	"M1"
"852"	"COL9A2"	"M3"
"853"	"CYP4F12"	"M3"
"854"	"NPY"	"M1"
"855"	"KCNJ8"	"M2"
"856"	"APOL4"	"M1"
"857"	"NOVA1"	"M2"
"858"	"BMP4"	"M5"
"859"	"NOS3"	"M4"
"860"	"GFRA1"	"M5"
"861"	"AMIGO2"	"M1"
"862"	"SLC22A18"	"M1"
"863"	"PLXDC1"	"M5"
"864"	"ANGPTL4"	"M1"
"865"	"KRT14"	"M1"
"866"	"CFI"	"M4"
"867"	"ACKR3"	"M3"
"868"	"CENPN"	"M1"
"869"	"BHLHE41"	"M1"
"870"	"STBD1"	"M1"
"871"	"SAMD9L"	"M5"
"872"	"MTARC1"	"M1"
"873"	"CCDC136"	"M2"
"874"	"GBP4"	"M2"
"875"	"RASL11A"	"M1"
"876"	"SELE"	"M4"
"877"	"FCGBP"	"M3"
"878"	"LCN10"	"M1"
"879"	"DUSP5"	"M4"
"880"	"GGT1"	"M1"
"881"	"ADAMTSL2"	"M5"
"882"	"HOPX"	"M2"
"883"	"MKX"	"M5"
"884"	"PLCD4"	"M3"
"885"	"CORO1A"	"M6"
"886"	"UPP1"	"M4"
"887"	"PKP2"	"M1"
"888"	"GNG2"	"M5"
"889"	"H2BC18"	"M3"
"890"	"X.22"	"M1"
"891"	"CAP2"	"M2"
"892"	"PDE11A"	"M1"
"893"	"IL32"	"M4"
"894"	"PTPRC"	"M6"
"895"	"HSD11B1"	"M1"
"896"	"PPP1R3C"	"M2"
"897"	"COLEC12"	"M1"
"898"	"KIF1A"	"M1"
"899"	"LTF"	"M3"
"900"	"OR51E2"	"M1"
"901"	"LARGE2"	"M3"
"902"	"DAPK2"	"M2"
"903"	"C6orf132"	"M3"
"904"	"L1CAM"	"M1"
"905"	"NPIPB15"	"M1"
"906"	"PCLO"	"M1"
"907"	"SLC9A7"	"M3"
"908"	"FAM47E.STBD1"	"M1"
"909"	"LAMC3"	"M3"
"910"	"SLC2A5"	"M1"
"911"	"RBP1"	"M1"
"912"	"SLC25A10"	"M3"
"913"	"IFI30"	"M4"
"914"	"PHYHIP"	"M1"
"915"	"TMEFF2"	"M1"
"916"	"FOXC1"	"M2"
"917"	"CDCP1"	"M3"
"918"	"PGC"	"M1"
"919"	"SERHL2"	"M1"
"920"	"HOOK1"	"M3"
"921"	"SLC2A4"	"M2"
"922"	"STUM"	"M2"
"923"	"RIPK4"	"M3"
"924"	"SLC24A3"	"M2"
"925"	"GLIS3"	"M1"
"926"	"AGT"	"M4"
"927"	"PITX1"	"M1"
"928"	"PNP"	"M4"
"929"	"FIBIN"	"M2"
"930"	"HR"	"M3"
"931"	"RIPOR3"	"M1"
"932"	"HSPA2"	"M2"
"933"	"TRIM45"	"M1"
"934"	"SHANK2"	"M1"
"935"	"PGM2L1"	"M4"
"936"	"SOX18"	"M1"
"937"	"PYGM"	"M2"
"938"	"GNAO1"	"M2"
"939"	"ABCA9"	"M1"
"940"	"AP1M2"	"M3"
"941"	"SPATC1L"	"M1"
"942"	"PIEZO2"	"M5"
"943"	"COL21A1"	"M2"
"944"	"PTPRN2"	"M1"
"945"	"MS4A6A"	"M6"
"946"	"VSIG2"	"M3"
"947"	"DUOXA1"	"M3"
"948"	"EPCAM"	"M3"
"949"	"ACE"	"M1"
"950"	"GADD45A"	"M1"
"951"	"SMCO4"	"M1"
"952"	"ITGA10"	"M5"
"953"	"TRPC4"	"M5"
"954"	"TTC6"	"M1"
"955"	"IER5L"	"M4"
"956"	"GPC4"	"M2"
"957"	"RECQL4"	"M1"
"958"	"ENPP5"	"M1"
"959"	"COL28A1"	"M1"
"960"	"HPSE2"	"M1"
"961"	"COX7A1"	"M2"
"962"	"KRT23"	"M3"
"963"	"ECRG4"	"M2"
"964"	"FRZB"	"M5"
"965"	"IGSF9"	"M3"
"966"	"RELB"	"M4"
"967"	"SLC7A5"	"M4"
"968"	"ZNF473"	"M1"
"969"	"TTC39A"	"M1"
"970"	"NEB"	"M1"
"971"	"LFNG"	"M1"
"972"	"MAPT"	"M2"
"973"	"ECM2"	"M5"
"974"	"THBD"	"M4"
"975"	"GALNT3"	"M3"
"976"	"SGCA"	"M2"
"977"	"GNG4"	"M1"
"978"	"FST"	"M2"
"979"	"JAK3"	"M4"
"980"	"BTNL9"	"M1"
"981"	"RAB25"	"M3"
"982"	"SECTM1"	"M4"
"983"	"SS18L2"	"M1"
"984"	"KIT"	"M1"
"985"	"PLA2G4F"	"M1"
"986"	"DACT1"	"M1"
"987"	"TMEM176A"	"M1"
"988"	"MAMDC2"	"M1"
"989"	"RNF112"	"M5"
"990"	"CD200"	"M1"
"991"	"GLB1L3"	"M1"
"992"	"KCNAB1"	"M2"
"993"	"ELOVL7"	"M1"
"994"	"SYT17"	"M3"
"995"	"ADAMTSL1"	"M1"
"996"	"ITM2A"	"M3"
"997"	"F13A1"	"M6"
"998"	"MPZL3"	"M3"
"999"	"NR4A3"	"M4"
"1000"	"SLC38A11"	"M1"
"1001"	"RYR2"	"M1"
"1002"	"FAT2"	"M3"
"1003"	"MIPEP"	"M1"
"1004"	"EGFLAM"	"M5"
"1005"	"DSC3"	"M3"
"1006"	"UCP2"	"M1"
"1007"	"CDH26"	"M3"
"1008"	"CUX2"	"M1"
"1009"	"EDIL3"	"M5"
"1010"	"REEP6"	"M1"
"1011"	"CPA3"	"M5"
"1012"	"P2RY1"	"M4"
"1013"	"HMGCS2"	"M1"
"1014"	"CD68"	"M6"
"1015"	"KCNK3"	"Not.Correlated"
"1016"	"RORB"	"M1"
"1017"	"INPP5J"	"M1"
"1018"	"ITGB2"	"M6"
"1019"	"IL15RA"	"M4"
"1020"	"TMEM132A"	"M4"
"1021"	"ARHGAP8"	"M1"
"1022"	"SERPINB11"	"M3"
"1023"	"GLT8D2"	"M5"
"1024"	"ZNF613"	"M1"
"1025"	"OSR1"	"M1"
"1026"	"RFX2"	"M1"
"1027"	"RUNX2"	"M3"
"1028"	"SERTM2"	"M1"
"1029"	"LMNTD2"	"M3"
"1030"	"CHL1"	"M1"
"1031"	"TRIM16"	"M1"
"1032"	"GJA4"	"M4"
"1033"	"WNT5A"	"M1"
"1034"	"PRKCB"	"M2"
"1035"	"FABP3"	"M2"
"1036"	"TNFRSF12A"	"M4"
"1037"	"HPGD"	"M3"
"1038"	"GPC6"	"M5"
"1039"	"COL13A1"	"M5"
"1040"	"CDH19"	"M1"
"1041"	"FHDC1"	"M1"
"1042"	"FMO2"	"M3"
"1043"	"HLA.DQA1"	"M6"
"1044"	"GLIS1"	"M5"
"1045"	"PRSS22"	"M3"
"1046"	"ABCA6"	"M1"
"1047"	"TSPAN2"	"M2"
"1048"	"LAD1"	"M3"
"1049"	"SLPI"	"M1"
"1050"	"PDGFD"	"M2"
"1051"	"PGF"	"M1"
"1052"	"TMEM125"	"M1"
"1053"	"TNIK"	"M1"
"1054"	"NRXN3"	"M2"
"1055"	"HK2"	"M4"
"1056"	"CSF3R"	"M6"
"1057"	"HMCN1"	"M2"
"1058"	"ST8SIA1"	"M2"
"1059"	"PLCB2"	"M6"
"1060"	"BDKRB2"	"M4"
"1061"	"VCAM1"	"M4"
"1062"	"GUCY1A2"	"M2"
"1063"	"DACH1"	"M1"
"1064"	"STXBP6"	"M1"
"1065"	"MT1M"	"M1"
"1066"	"STC1"	"M4"
"1067"	"HBEGF"	"M4"
"1068"	"PI16"	"M1"
"1069"	"CD53"	"M6"
"1070"	"PRKG1"	"M2"
"1071"	"GRB7"	"M3"
"1072"	"FAM110A"	"M3"
"1073"	"CCN5"	"M2"
"1074"	"NECTIN4"	"M3"
"1075"	"CRACR2A"	"M1"
"1076"	"LOX"	"M1"
"1077"	"SCNN1G"	"M3"
"1078"	"SORCS2"	"M5"
"1079"	"TENM3"	"M2"
"1080"	"CRISPLD1"	"M1"
"1081"	"DCLK1"	"M1"
"1082"	"LRRC26"	"M1"
"1083"	"GSTT2B"	"M1"
"1084"	"IL10RA"	"M6"
"1085"	"ADAM28"	"M3"
"1086"	"GEN1"	"M1"
"1087"	"DEPTOR"	"M4"
"1088"	"DSC2"	"M1"
"1089"	"RGN"	"M2"
"1090"	"EPPK1"	"M2"
"1091"	"FBXL22"	"M2"
"1092"	"CLSTN2"	"M1"
"1093"	"COL8A2"	"M2"
"1094"	"ABCG2"	"M5"
"1095"	"GNAZ"	"M2"
"1096"	"CLEC3B"	"M1"
"1097"	"MAP3K8"	"M4"
"1098"	"GATA3"	"M3"
"1099"	"ANO5"	"M2"
"1100"	"SEZ6L2"	"M1"
"1101"	"LYZ"	"M6"
"1102"	"OLFML1"	"M5"
"1103"	"TLR2"	"M6"
"1104"	"KRTCAP3"	"M3"
"1105"	"LYVE1"	"M1"
"1106"	"CCDC74A"	"M4"
"1107"	"CD14"	"M6"
"1108"	"LCNL1"	"M1"
"1109"	"X.40"	"M1"
"1110"	"GREM1"	"M2"
"1111"	"SEMA6B"	"M4"
"1112"	"ANGPTL1"	"M2"
"1113"	"CARD14"	"M3"
"1114"	"MAPK4"	"M2"
"1115"	"SIX1"	"M1"
"1116"	"NTRK2"	"M2"
"1117"	"PDZRN4"	"M2"
"1118"	"HACD1"	"M2"
"1119"	"LPAR3"	"M3"
"1120"	"TMEM119"	"M5"
"1121"	"OAZ3"	"M1"
"1122"	"STRA6"	"M2"
"1123"	"SPOCK2"	"M6"
"1124"	"EGLN3"	"M1"
"1125"	"ITGB6"	"M3"
"1126"	"HPN"	"M1"
"1127"	"ALPK3"	"M3"
"1128"	"TF"	"M1"
"1129"	"GSDME"	"M3"
"1130"	"STC2"	"M2"
"1131"	"SLA"	"M6"
"1132"	"CA12"	"M1"
"1133"	"DLL4"	"M4"
"1134"	"MYOM1"	"M3"
"1135"	"SLC16A9"	"M1"
"1136"	"SNAP25"	"M1"
"1137"	"NTNG2"	"M1"
"1138"	"C3orf70"	"M2"
"1139"	"S100A9"	"M4"
"1140"	"TMEM100"	"M5"
"1141"	"INHBB"	"M4"
"1142"	"MAMLD1"	"M2"
"1143"	"ACHE"	"M1"
"1144"	"ADRA2A"	"M1"
"1145"	"ADM"	"M4"
"1146"	"SIDT1"	"M3"
"1147"	"NUDT10"	"M5"
"1148"	"NSUN7"	"M1"
"1149"	"SGCD"	"M5"
"1150"	"LSP1"	"M1"
"1151"	"IFI44L"	"M5"
"1152"	"TOX2"	"M3"
"1153"	"PLCL1"	"M3"
"1154"	"HAPLN3"	"M4"
"1155"	"PLEKHB1"	"M1"
"1156"	"CYP4X1"	"M3"
"1157"	"NXPH3"	"M2"
"1158"	"KIAA0408"	"M5"
"1159"	"TRPV4"	"M3"
"1160"	"PLEKHG1"	"M4"
"1161"	"ZNF552"	"M3"
"1162"	"GNA15"	"M4"
"1163"	"AKR1C2"	"M1"
"1164"	"ITGAX"	"M4"
"1165"	"EPB41L4B"	"M1"
"1166"	"SPTBN5"	"M2"
"1167"	"FAM3B"	"M1"
"1168"	"PARVG"	"M6"
"1169"	"VAV3"	"M3"
"1170"	"NELL2"	"M5"
"1171"	"SPP1"	"M4"
"1172"	"RASSF6"	"M3"
"1173"	"CLEC2B"	"M4"
"1174"	"MMRN1"	"M1"
"1175"	"DUOX2"	"M3"
"1176"	"DBP"	"M5"
"1177"	"IL17RD"	"M2"
"1178"	"PRICKLE1"	"M5"
"1179"	"CD38"	"M1"
"1180"	"BVES"	"M2"
"1181"	"X.278"	"M1"
"1182"	"SVEP1"	"M1"
"1183"	"ADAMTSL3"	"M2"
"1184"	"CCDC68"	"M1"
"1185"	"DUSP8"	"M1"
"1186"	"FAM20A"	"M4"
"1187"	"NPR1"	"M3"
"1188"	"CHRM1"	"M1"
"1189"	"USP43"	"M1"
"1190"	"NPR3"	"M1"
"1191"	"REEP1"	"M2"
"1192"	"CDH23"	"M2"
"1193"	"CD83"	"M1"
"1194"	"PAQR4"	"M1"
"1195"	"MALL"	"M2"
"1196"	"FBP1"	"M3"
"1197"	"TDRKH"	"M1"
"1198"	"SLC1A1"	"M2"
"1199"	"PLD4"	"M2"
"1200"	"NRG4"	"M1"
"1201"	"CD177"	"M1"
"1202"	"OSBPL3"	"M3"
"1203"	"PAK3"	"M2"
"1204"	"SH3BGR"	"M2"
"1205"	"SEMA3G"	"M1"
"1206"	"ISG20"	"M4"
"1207"	"CRYM"	"M3"
"1208"	"TMC8"	"M6"
"1209"	"NWD1"	"M1"
"1210"	"CLVS2"	"M5"
"1211"	"SYNE4"	"M1"
"1212"	"DUSP4"	"M3"
"1213"	"CTTNBP2"	"M5"
"1214"	"C9orf152"	"M1"
"1215"	"CDS1"	"M3"
"1216"	"HOXD13"	"M1"
"1217"	"DOC2B"	"M4"
"1218"	"MUSTN1"	"M3"
"1219"	"SLC11A1"	"M6"
"1220"	"JAML"	"M6"
"1221"	"LAIR1"	"M6"
"1222"	"TUBB2A"	"M2"
"1223"	"MAL"	"M3"
"1224"	"CEP295NL"	"M2"
"1225"	"B4GALNT3"	"M3"
"1226"	"COLGALT2"	"M5"
"1227"	"MDFI"	"M2"
"1228"	"MPZ"	"M1"
"1229"	"KCNQ1"	"M3"
"1230"	"SNCAIP"	"M3"
"1231"	"TTC22"	"M3"
"1232"	"ACP5"	"M1"
"1233"	"ZNF385D"	"M4"
"1234"	"ADH1C"	"M1"
"1235"	"ENPEP"	"M1"
"1236"	"SUSD2"	"M5"
"1237"	"JCHAIN"	"M6"
"1238"	"PLAU"	"M1"
"1239"	"X.62"	"M5"
"1240"	"ALDH1L2"	"M2"
"1241"	"DOCK3"	"M2"
"1242"	"SLC47A1"	"M2"
"1243"	"ASPA"	"M5"
"1244"	"GPX2"	"M3"
"1245"	"CCN3"	"M1"
"1246"	"SLC13A3"	"M1"
"1247"	"UCHL1"	"M3"
"1248"	"P2RX2"	"M5"
"1249"	"SLITRK5"	"M1"
"1250"	"DUSP2"	"M2"
"1251"	"ALPL"	"M6"
"1252"	"IL17RB"	"M3"
"1253"	"SHROOM2"	"M1"
"1254"	"SPIRE2"	"M3"
"1255"	"KCNQ4"	"M2"
"1256"	"COL9A1"	"M1"
"1257"	"DOCK11"	"M3"
"1258"	"ATP1B2"	"M5"
"1259"	"LIPH"	"M3"
"1260"	"CLGN"	"M1"
"1261"	"CCDC74B"	"M4"
"1262"	"FCGR2A"	"M6"
"1263"	"C1QTNF7"	"M5"
"1264"	"NKD2"	"M1"
"1265"	"BMP7"	"M2"
"1266"	"KCNB1"	"M2"
"1267"	"LAMC2"	"M3"
"1268"	"PDE10A"	"M1"
"1269"	"ARHGAP9"	"M6"
"1270"	"HRH2"	"M4"
"1271"	"TMEM45A"	"M1"
"1272"	"UBE2QL1"	"M2"
"1273"	"CTXN1"	"M2"
"1274"	"CHRNA2"	"M1"
"1275"	"EEF1A2"	"M1"
"1276"	"SHISAL1"	"M2"
"1277"	"CAMK4"	"M5"
"1278"	"MS4A7"	"M6"
"1279"	"PLA2G5"	"M2"
"1280"	"CWH43"	"M1"
"1281"	"TBC1D3L"	"M2"
"1282"	"PHF21B"	"M1"
"1283"	"COL23A1"	"M1"
"1284"	"SPHK1"	"M4"
"1285"	"SLC16A7"	"M1"
"1286"	"TENT5B"	"M2"
"1287"	"GDPD3"	"M2"
"1288"	"SLC17A9"	"M4"
"1289"	"RRAD"	"M3"
"1290"	"SNTB1"	"M1"
"1291"	"PLA2G4C"	"M1"
"1292"	"PPP1R9A"	"M1"
"1293"	"SYT1"	"M2"
"1294"	"KCNE3"	"M1"
"1295"	"GRAMD1C"	"M3"
"1296"	"KCNMB4"	"M1"
"1297"	"LCN2"	"M3"
"1298"	"HMGB3"	"M1"
"1299"	"LMTK3"	"M3"
"1300"	"SLC37A2"	"M3"
"1301"	"IL18"	"M1"
"1302"	"BNIPL"	"M3"
"1303"	"CRABP2"	"M3"
"1304"	"NAALAD2"	"M5"
"1305"	"SLC9A3"	"M2"
"1306"	"FAM83D"	"M2"
"1307"	"ADAMTS8"	"M2"
"1308"	"TFAP2C"	"M3"
"1309"	"RAB17"	"M1"
"1310"	"MAP3K9"	"M3"
"1311"	"IL18R1"	"M4"
"1312"	"PTH1R"	"M5"
"1313"	"TMEM158"	"M2"
"1314"	"CNTNAP2"	"M1"
"1315"	"FXYD6.FXYD2"	"M5"
"1316"	"SLC4A11"	"M3"
"1317"	"S100P"	"M3"
"1318"	"MDGA1"	"M5"
"1319"	"SPTB"	"M3"
"1320"	"PTGER2"	"M2"
"1321"	"STAC"	"M2"
"1322"	"DYNC1I1"	"M2"
"1323"	"LIF"	"M4"
"1324"	"SPTSSB"	"M3"
"1325"	"SLCO4A1"	"M4"
"1326"	"SDR42E1"	"M3"
"1327"	"PPP2R2C"	"M1"
"1328"	"SCUBE3"	"M2"
"1329"	"TSPAN11"	"M1"
"1330"	"GPR160"	"M1"
"1331"	"COL22A1"	"M1"
"1332"	"CDH13"	"M1"
"1333"	"X.258"	"M4"
"1334"	"ACTA1"	"M3"
"1335"	"SLC52A3"	"M1"
"1336"	"TNFSF15"	"M3"
"1337"	"CYBB"	"M6"
"1338"	"RBM24"	"M2"
"1339"	"PTCHD1"	"M2"
"1340"	"EXOC3L2"	"M2"
"1341"	"SH2D4A"	"M3"
"1342"	"RANBP3L"	"M1"
"1343"	"PRR15L"	"M3"
"1344"	"KBTBD11"	"M1"
"1345"	"FOSB"	"M1"
