symbol1,symbol2,dbs,evidence type,methods,ntissues,pmids,uniprot1,uniprot2,go1,go2
CYP21A2,GADD45A,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0016125, GO:0020037, GO:0006705, GO:0006704, GO:0055114, GO:0004509, GO:0005789, GO:0006694, GO:0005496, GO:0005506, GO:0008395, GO:0008202, GO:0031090","GO:0000185, GO:0071260, GO:2000379, GO:0005737, GO:0005654, GO:0071479, GO:0005634, GO:0043065, GO:0042803, GO:0016607, GO:0006469, GO:1900745, GO:0006281, GO:0006915, GO:0007050, GO:0019900, GO:0046330, GO:0006977, GO:0071850, GO:0042770, GO:0006974, GO:0000979, GO:0047485, GO:0051726, GO:0000079, GO:0007098, GO:0005515, GO:0046982"
BTG2,KIF1A,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:0008021, GO:0030425, GO:0030424, GO:0016887, GO:0005871, GO:0030705, GO:0005874, GO:1904115, GO:0008089, GO:0098840, GO:0043005, GO:0043025, GO:0003774, GO:0042802, GO:0042803, GO:0008017, GO:0003777, GO:0022027, GO:1990049, GO:1990048, GO:0008574, GO:0016192, GO:0005829, GO:0007018, GO:0098794, GO:0005524"
CDS1,LOX,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006657, GO:1903416, GO:0005783, GO:0071480, GO:0000086, GO:0005789, GO:0050821, GO:0042176, GO:0090307, GO:0007165, GO:0005634, GO:0042981, GO:0046777, GO:0051301, GO:2000210, GO:0005737, GO:0016605, GO:1903926, GO:0006302, GO:0016021, GO:0072428, GO:0016024, GO:0005654, GO:0004674, GO:0042802, GO:1901796, GO:0046872, GO:0004142, GO:0005524, GO:0042803, GO:0005794, GO:0006468, GO:2000002, GO:0006281, GO:0000781, GO:0016301, GO:0007602, GO:0006974, GO:0006975, GO:0006977, GO:0045893, GO:0006661, GO:0044257, GO:0000077, GO:0006978, GO:0042770, GO:0042771, GO:0019901, GO:0031625, GO:0001302, GO:0008630, GO:0090399, GO:0006355, GO:0044773, GO:0006351, GO:0005515, GO:0004605, GO:0071157, GO:0001934","GO:0007507, GO:0055114, GO:0030324, GO:0005615, GO:0005634, GO:0018057, GO:0042493, GO:0048251, GO:0006464, GO:0004720, GO:0031012, GO:0030199, GO:0005576, GO:0048514, GO:0042060, GO:0005515, GO:0035904, GO:0005507, GO:0048545, GO:0005581"
BTG2,MSMO1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:0016126, GO:0006631, GO:0000254, GO:0005783, GO:0016021, GO:0016020, GO:0005789, GO:0006695, GO:0055114, GO:0005886, GO:0005506, GO:0016491, GO:0008202, GO:0006629"
COQ10A,NABP1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0005743, GO:0048039, GO:0006744, GO:0045333, GO:0005739","GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784"
FEN1,HBD,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0000287, GO:0017108, GO:0007613, GO:0090305, GO:0005739, GO:0003677, GO:0009650, GO:0008409, GO:0060041, GO:0006302, GO:0000724, GO:0004527, GO:0016020, GO:0004523, GO:0005654, GO:0006260, GO:0003690, GO:0046872, GO:0006309, GO:0045876, GO:0006281, GO:0030145, GO:0006974, GO:0048256, GO:0008309, GO:0045145, GO:0090502, GO:0032991, GO:0051908, GO:0004519, GO:0005730, GO:0032201, GO:0003684, GO:0043137, GO:0005515, GO:0005634, GO:0000784","GO:0005344, GO:0019825, GO:0020037, GO:0043177, GO:0031720, GO:0005829, GO:0007596, GO:0051291, GO:0072562, GO:0005833, GO:0004601, GO:0042744, GO:0005515, GO:0031838, GO:0046872, GO:0031721, GO:0015671"
BTNL9,ISG15,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0009897, GO:0050852, GO:0050776, GO:0016021, GO:0001817, GO:0005886, GO:0005102","GO:0006974, GO:0032649, GO:0051607, GO:0005515, GO:0032480, GO:0045648, GO:0019985, GO:0005829, GO:0006281, GO:0019941, GO:0045071, GO:0034340, GO:0005654, GO:0005576, GO:0042742, GO:0016032, GO:0031397, GO:0060337, GO:0030501, GO:0031386, GO:0032020"
GADD45A,SULF1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0000185, GO:0071260, GO:2000379, GO:0005737, GO:0005654, GO:0071479, GO:0005634, GO:0043065, GO:0042803, GO:0016607, GO:0006469, GO:1900745, GO:0006281, GO:0006915, GO:0007050, GO:0019900, GO:0046330, GO:0006977, GO:0071850, GO:0042770, GO:0006974, GO:0000979, GO:0047485, GO:0051726, GO:0000079, GO:0007098, GO:0005515, GO:0046982","GO:0005783, GO:0030201, GO:0030336, GO:0060348, GO:0030177, GO:0005615, GO:0060384, GO:0040037, GO:0003094, GO:0001822, GO:0008449, GO:0005509, GO:0060686, GO:0002063, GO:0004065, GO:0005795, GO:0005794, GO:0048706, GO:0032836, GO:0009986, GO:0006915, GO:0014846, GO:0005886, GO:0048010, GO:0030513, GO:0040036, GO:0051216, GO:0035860, GO:0010575, GO:0045121, GO:0001937, GO:0016525"
LDLR,NABP1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0046718, GO:0009897, GO:0016020, GO:0030229, GO:0051246, GO:0007616, GO:0001618, GO:0015914, GO:0071398, GO:0030301, GO:0061771, GO:0061024, GO:0010629, GO:0010628, GO:0005905, GO:1905167, GO:0042159, GO:0010867, GO:0010008, GO:0045177, GO:0050729, GO:0001540, GO:0061889, GO:0034381, GO:0036020, GO:0005770, GO:0030669, GO:0005509, GO:0002020, GO:1900223, GO:0010899, GO:0030169, GO:0042802, GO:0005794, GO:0034362, GO:0006629, GO:0009986, GO:0032050, GO:0051248, GO:0016323, GO:0030299, GO:1990666, GO:1903979, GO:0036477, GO:0005887, GO:0005886, GO:0042632, GO:0090181, GO:0008203, GO:0097242, GO:0043235, GO:0006897, GO:0034382, GO:0034383, GO:0071404, GO:0006898, GO:0005041, GO:0090118, GO:0005622, GO:0005764, GO:0070508, GO:1905907, GO:0005515, GO:0010986, GO:0097443, GO:0045807, GO:0005769","GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784"
BTG2,FKBP5,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148","GO:0005737, GO:0000413, GO:0006457, GO:0003755, GO:0031072, GO:0005829, GO:0016020, GO:0005654, GO:0005528, GO:0005515, GO:0061077, GO:0070062"
CDK1,TPX2,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0000187, GO:0018107, GO:0055015, GO:0016020, GO:0034501, GO:0000086, GO:0030496, GO:0000307, GO:0030154, GO:0048678, GO:0018105, GO:0005789, GO:0030261, GO:0060045, GO:0030855, GO:0010628, GO:0000226, GO:0000784, GO:0051301, GO:0004693, GO:0008353, GO:0046718, GO:0014075, GO:0016572, GO:0005876, GO:0097711, GO:0007344, GO:0065003, GO:0007346, GO:0072686, GO:0070062, GO:0097472, GO:0046688, GO:0030544, GO:0005813, GO:0005634, GO:0008283, GO:1905448, GO:0005739, GO:0005654, GO:0004674, GO:0043066, GO:0006260, GO:0014070, GO:0045740, GO:0004672, GO:0046686, GO:0097125, GO:0016477, GO:0016579, GO:0005759, GO:0005524, GO:0033160, GO:0005737, GO:0006468, GO:0070301, GO:0030332, GO:0006281, GO:0014823, GO:0006915, GO:0035173, GO:0031145, GO:0006974, GO:0045471, GO:0010971, GO:0006977, GO:0045995, GO:0007077, GO:0031100, GO:0010389, GO:0090166, GO:1900182, GO:0007569, GO:0005829, GO:0001618, GO:0044772, GO:0010468, GO:0007098, GO:0005515, GO:0007095, GO:0003682, GO:0014038","GO:0032147, GO:0090307, GO:0000922, GO:0005874, GO:0051301, GO:0043203, GO:0005819, GO:0045171, GO:0005634, GO:0005815, GO:0005654, GO:1901796, GO:0005524, GO:0005525, GO:0015630, GO:0000278, GO:0008283, GO:0006915, GO:0060236, GO:0061676, GO:0019901, GO:0072686, GO:0010389, GO:0005829, GO:0005515"
ALDH1A2,CHL1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006776, GO:0016331, GO:0007494, GO:0014032, GO:0031016, GO:0021915, GO:0031076, GO:0010628, GO:0001889, GO:0060324, GO:0021983, GO:0042572, GO:0042573, GO:0042574, GO:0016918, GO:0005737, GO:0032355, GO:0001568, GO:0048566, GO:0001822, GO:0043065, GO:0042904, GO:0033189, GO:0048471, GO:0035799, GO:0008284, GO:0008285, GO:0004028, GO:0034097, GO:0030182, GO:0003007, GO:0035115, GO:0001758, GO:0030324, GO:0055114, GO:0009954, GO:0005829, GO:0048738, GO:0071300, GO:0090242, GO:0030902, GO:0009855, GO:0004029, GO:0001936","GO:0032091, GO:0034085, GO:0008026, GO:0030496, GO:0030892, GO:0072719, GO:0030425, GO:0043524, GO:0007165, GO:0003677, GO:0007411, GO:1904976, GO:0007275, GO:0007062, GO:0005737, GO:0005654, GO:0045177, GO:0036498, GO:0070062, GO:0003727, GO:0005813, GO:0016021, GO:0045142, GO:0000922, GO:0035640, GO:0008186, GO:0002020, GO:0003690, GO:0046872, GO:0031297, GO:0003697, GO:0005524, GO:0045876, GO:0032079, GO:0031103, GO:0016032, GO:0006281, GO:0004003, GO:0032508, GO:0008094, GO:0004386, GO:0001650, GO:0000790, GO:0072711, GO:1990700, GO:0005886, GO:0007155, GO:1901838, GO:0035563, GO:0044806, GO:0008344, GO:0006974, GO:0031390, GO:0051880, GO:0051539, GO:0005730, GO:0050890, GO:2000781, GO:0003688, GO:0006351, GO:0005515, GO:0001764, GO:0003682, GO:0005634"
MID1,TIMP3,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0035372, GO:0008725, GO:0000226, GO:0008270, GO:0043916, GO:0042645, GO:0005874, GO:0005875, GO:0006307, GO:0007389, GO:0005819, GO:0007026, GO:0005654, GO:0016740, GO:0042802, GO:0042803, GO:0052821, GO:0006284, GO:0006281, GO:0008017, GO:0019104, GO:0005881, GO:0060333, GO:0003905, GO:0032874, GO:0006974, GO:0045007, GO:0031625, GO:0052822, GO:0005829, GO:0051219, GO:0005515, GO:0046982, GO:0003684","GO:0051045, GO:0005634, GO:0005615, GO:0002576, GO:0071310, GO:0002020, GO:1903984, GO:0046872, GO:0034097, GO:0007601, GO:0062023, GO:0010951, GO:0008191, GO:0010033, GO:1904684, GO:0005604, GO:0009725, GO:0031089, GO:0005576, GO:0005515, GO:0070373, GO:0005578"
GADD45A,S1PR1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0000185, GO:0071260, GO:2000379, GO:0005737, GO:0005654, GO:0071479, GO:0005634, GO:0043065, GO:0042803, GO:0016607, GO:0006469, GO:1900745, GO:0006281, GO:0006915, GO:0007050, GO:0019900, GO:0046330, GO:0006977, GO:0071850, GO:0042770, GO:0006974, GO:0000979, GO:0047485, GO:0051726, GO:0000079, GO:0007098, GO:0005515, GO:0046982","GO:0009897, GO:0019226, GO:0019221, GO:0030155, GO:0030595, GO:0061384, GO:0050927, GO:0030500, GO:0001664, GO:0001525, GO:0031226, GO:0004930, GO:0045446, GO:0038036, GO:0031532, GO:0016021, GO:0003245, GO:0005654, GO:0016477, GO:0007186, GO:0030032, GO:0030335, GO:0006935, GO:0030182, GO:0048661, GO:0046625, GO:0005886, GO:0007155, GO:0072678, GO:0043231, GO:0003376, GO:0007420, GO:0001955, GO:0045121, GO:0045124, GO:0043547, GO:0051497, GO:0045944, GO:0005515, GO:0007193, GO:0005768, GO:0051482"
DDX11,SRRM3,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0034085, GO:0008026, GO:0072719, GO:0003677, GO:0008186, GO:1904976, GO:0007275, GO:0007062, GO:0005737, GO:0032091, GO:0036498, GO:0070062, GO:0005730, GO:0005813, GO:0005634, GO:0045142, GO:0000922, GO:0005654, GO:0003690, GO:0046872, GO:0031297, GO:0003697, GO:0005524, GO:0045876, GO:0032079, GO:0030892, GO:0016032, GO:0006281, GO:0004003, GO:0032508, GO:0008094, GO:0004386, GO:0006974, GO:0000790, GO:0072711, GO:1990700, GO:1901838, GO:0035563, GO:0044806, GO:0001650, GO:0031390, GO:0051880, GO:0051539, GO:0030496, GO:2000781, GO:0003727, GO:0006351, GO:0005515, GO:0003682, GO:0003688",GO:0003729
GPER1,NABP1,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0032024, GO:0005783, GO:0019228, GO:0030425, GO:0005789, GO:0051898, GO:0044327, GO:0030054, GO:0050728, GO:0071333, GO:0043280, GO:0005794, GO:0051055, GO:0051053, GO:2000724, GO:2001238, GO:0031966, GO:0030518, GO:0005496, GO:1990239, GO:0007204, GO:0051281, GO:0031959, GO:0010629, GO:0010628, GO:0030284, GO:0043679, GO:0071356, GO:0007189, GO:0048471, GO:0007186, GO:0043410, GO:0006954, GO:0003682, GO:0042734, GO:0000139, GO:0017082, GO:0043401, GO:0005635, GO:0055037, GO:0090200, GO:0030263, GO:0030264, GO:0032962, GO:0007049, GO:0005737, GO:0071375, GO:0005634, GO:0048786, GO:0050769, GO:0045745, GO:0045742, GO:0070474, GO:0008284, GO:0008285, GO:0071392, GO:2000353, GO:0030659, GO:0014069, GO:0014068, GO:0045599, GO:0001956, GO:0005622, GO:0045944, GO:0005515, GO:0070374, GO:0070373, GO:0071389, GO:0045095, GO:0010948, GO:0032591, GO:0002695, GO:0097755, GO:0043065, GO:0030424, GO:1904706, GO:0071157, GO:0030335, GO:1903078, GO:0045087, GO:0005887, GO:0005886, GO:0051480, GO:0043198, GO:0005802, GO:0005769, GO:0001934","GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784"
ELL2,GADD45A,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0008023, GO:0005654, GO:0006355, GO:0005515, GO:0006368, GO:0042795","GO:0000185, GO:0071260, GO:2000379, GO:0005737, GO:0005654, GO:0071479, GO:0005634, GO:0043065, GO:0042803, GO:0016607, GO:0006469, GO:1900745, GO:0006281, GO:0006915, GO:0007050, GO:0019900, GO:0046330, GO:0006977, GO:0071850, GO:0042770, GO:0006974, GO:0000979, GO:0047485, GO:0051726, GO:0000079, GO:0007098, GO:0005515, GO:0046982"
GPER1,MPP7,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0032024, GO:0005783, GO:0019228, GO:0030425, GO:0005789, GO:0051898, GO:0044327, GO:0030054, GO:0050728, GO:0071333, GO:0043280, GO:0005794, GO:0051055, GO:0051053, GO:2000724, GO:2001238, GO:0031966, GO:0030518, GO:0005496, GO:1990239, GO:0007204, GO:0051281, GO:0031959, GO:0010629, GO:0010628, GO:0030284, GO:0043679, GO:0071356, GO:0007189, GO:0048471, GO:0007186, GO:0043410, GO:0006954, GO:0003682, GO:0042734, GO:0000139, GO:0017082, GO:0043401, GO:0005635, GO:0055037, GO:0090200, GO:0030263, GO:0030264, GO:0032962, GO:0007049, GO:0005737, GO:0071375, GO:0005634, GO:0048786, GO:0050769, GO:0045745, GO:0045742, GO:0070474, GO:0008284, GO:0008285, GO:0071392, GO:2000353, GO:0030659, GO:0014069, GO:0014068, GO:0045599, GO:0001956, GO:0005622, GO:0045944, GO:0005515, GO:0070374, GO:0070373, GO:0071389, GO:0045095, GO:0010948, GO:0032591, GO:0002695, GO:0097755, GO:0043065, GO:0030424, GO:1904706, GO:0071157, GO:0030335, GO:1903078, GO:0045087, GO:0005887, GO:0005886, GO:0051480, GO:0043198, GO:0005802, GO:0005769, GO:0001934","GO:0042393, GO:0030010, GO:0032947, GO:0031497, GO:0005923, GO:0007049, GO:0005737, GO:0035591, GO:0009967, GO:0005634, GO:0051082, GO:0005654, GO:0097025, GO:0006260, GO:0030054, GO:0033186, GO:0071896, GO:0006281, GO:0031334, GO:0006974, GO:0000790, GO:0019904, GO:0046982, GO:0032991, GO:0005829, GO:0006335, GO:0070830, GO:0045296, GO:0006355, GO:0006351, GO:0005515, GO:0003682, GO:0006334, GO:0005912"
CDS1,MGP,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0006657, GO:1903416, GO:0005783, GO:0071480, GO:0000086, GO:0005789, GO:0050821, GO:0042176, GO:0090307, GO:0007165, GO:0005634, GO:0042981, GO:0046777, GO:0051301, GO:2000210, GO:0005737, GO:0016605, GO:1903926, GO:0006302, GO:0016021, GO:0072428, GO:0016024, GO:0005654, GO:0004674, GO:0042802, GO:1901796, GO:0046872, GO:0004142, GO:0005524, GO:0042803, GO:0005794, GO:0006468, GO:2000002, GO:0006281, GO:0000781, GO:0016301, GO:0007602, GO:0006974, GO:0006975, GO:0006977, GO:0045893, GO:0006661, GO:0044257, GO:0000077, GO:0006978, GO:0042770, GO:0042771, GO:0019901, GO:0031625, GO:0001302, GO:0008630, GO:0090399, GO:0006355, GO:0044773, GO:0006351, GO:0005515, GO:0004605, GO:0071157, GO:0001934","GO:0005201, GO:0070062, GO:0030154, GO:0008147, GO:0031012, GO:0001502, GO:0001503, GO:0005509, GO:0005515, GO:0030500, GO:0062023"
CDH1,PADI2,,exp,coexpression,0,,xxxxxx,xxxxxx,"GO:0007416, GO:0035635, GO:0015629, GO:0034332, GO:0016339, GO:0032794, GO:0009898, GO:0007043, GO:0051301, GO:0031175, GO:0021983, GO:0007275, GO:0022408, GO:0072425, GO:0000902, GO:0050839, GO:0040020, GO:0070062, GO:0016600, GO:0070979, GO:0097027, GO:0016021, GO:0009636, GO:0005654, GO:0098609, GO:0030198, GO:0005509, GO:1904668, GO:0048471, GO:0042802, GO:0042803, GO:0008284, GO:0005737, GO:0016328, GO:0006281, GO:0030027, GO:0070306, GO:0009986, GO:0031965, GO:0048699, GO:0008013, GO:0006974, GO:0072659, GO:0005913, GO:0045893, GO:0005886, GO:0042307, GO:0044331, GO:0007156, GO:0030506, GO:0010997, GO:0071681, GO:0007049, GO:0031145, GO:0071285, GO:0008092, GO:0043296, GO:0030054, GO:0005802, GO:0016342, GO:0045295, GO:0045296, GO:0030864, GO:0045732, GO:0005576, GO:0005515, GO:0090344, GO:0005768, GO:0005829, GO:0005680","GO:0005737, GO:0036413, GO:1990830, GO:0030520, GO:0030331, GO:0018101, GO:0005829, GO:0048096, GO:0036414, GO:0043312, GO:0035578, GO:0005576, GO:0021762, GO:0005509, GO:1901624, GO:0070100, GO:0035327, GO:0010848, GO:0005634, GO:0004668, GO:0070062"
