symbol1,symbol2,Unnamed: 0,dbs,evidence type,methods,ntissues,pmids,uniprot1,uniprot2,go1,go2
POLR2D,TTI2,614,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0031369, GO:0008543, GO:0016607, GO:0000288, GO:0005634, GO:0000166, GO:0005654, GO:0006367, GO:0006366, GO:0006368, GO:0003697, GO:0031990, GO:0006283, GO:0006281, GO:0006974, GO:0060964, GO:0042795, GO:0016070, GO:0005829, GO:0000932, GO:0000398, GO:0003727, GO:0006370, GO:0005665, GO:0045948, GO:0003899, GO:0034402","GO:0005654, GO:0005813, GO:0005829, GO:0070209"
NDUFA4,PARK7,684,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0004129, GO:1902600, GO:0008137, GO:0005739, GO:0006120, GO:0005751, GO:0005743, GO:0044877, GO:0005747, GO:0005515","GO:0032148, GO:2001237, GO:0005783, GO:0032435, GO:0050681, GO:0030424, GO:0051899, GO:0043523, GO:0043524, GO:0060081, GO:0051897, GO:0007005, GO:0003713, GO:0050727, GO:0098869, GO:1903206, GO:1903428, GO:1902958, GO:1903202, GO:1903200, GO:0033234, GO:0006281, GO:0060548, GO:0044297, GO:0019900, GO:0036470, GO:0036471, GO:0036478, GO:0090073, GO:0005829, GO:0018323, GO:1901671, GO:1903377, GO:1903122, GO:1902236, GO:0050821, GO:0010629, GO:0010628, GO:0000785, GO:0030073, GO:0032091, GO:0016605, GO:1903094, GO:0010273, GO:2000157, GO:0048471, GO:0016684, GO:0005747, GO:2000277, GO:1903135, GO:1903136, GO:1901984, GO:0006954, GO:1901215, GO:0060765, GO:0051444, GO:1900182, GO:0033864, GO:0046826, GO:0006517, GO:0019249, GO:0036524, GO:0036526, GO:0036527, GO:0036528, GO:0036529, GO:0019955, GO:0019899, GO:0008233, GO:0007265, GO:0005737, GO:0045340, GO:0005634, GO:0005739, GO:0006508, GO:0003690, GO:0005507, GO:0003697, GO:0042802, GO:0042803, GO:0036531, GO:0036530, GO:0008134, GO:0070301, GO:0044390, GO:0006974, GO:0005913, GO:0007338, GO:0031397, GO:0106046, GO:0106045, GO:0106044, GO:0098793, GO:0051091, GO:1902903, GO:0051583, GO:0045296, GO:0050787, GO:0045944, GO:1903181, GO:0005515, GO:1905259, GO:0042743, GO:0005102, GO:1903208, GO:1903189, GO:2000679, GO:0003729, GO:0033138, GO:0044388, GO:1903168, GO:0042593, GO:0009438, GO:0070491, GO:0070062, GO:1990381, GO:1903197, GO:0043066, GO:0005759, GO:0005758, GO:0045560, GO:0016532, GO:1903427, GO:2001268, GO:0006469, GO:1902177, GO:0006914, GO:1903178, GO:1903073, GO:0001047, GO:0005886, GO:0034599, GO:0008344, GO:2000825, GO:0051881, GO:0045121, GO:0046295, GO:1903384, GO:0051920, GO:0097110, GO:0002866, GO:0001933, GO:0032757, GO:1903599"
PSMD14,PSMA6,741,,exp,coexpression,17,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0004175, GO:0010498, GO:0035639, GO:0019773, GO:0051603, GO:0030016, GO:0030017, GO:0005737, GO:0005839, GO:0043161, GO:0005634, GO:0050727, GO:0005654, GO:0016363, GO:0016579, GO:0051092, GO:0043687, GO:0051059, GO:0000502, GO:0070062, GO:0005844, GO:0005829, GO:0000932, GO:0010499, GO:0004298, GO:0006511, GO:0003723, GO:0005515"
TIMM17A,EME1,744,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0031305, GO:0015450, GO:0006626, GO:0005739, GO:0030150, GO:0005654, GO:0005743, GO:0005744, GO:0010954","GO:0005720, GO:0006974, GO:0006302, GO:0005730, GO:0000712, GO:0006281, GO:0072429, GO:0004520, GO:0036297, GO:0005654, GO:0090305, GO:0000790, GO:0005515, GO:0003677, GO:0008821, GO:0046872, GO:0031297, GO:0048476, GO:0031573"
FEN1,MIEF1,781,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0000287, GO:0017108, GO:0007613, GO:0090305, GO:0005739, GO:0003677, GO:0009650, GO:0008409, GO:0060041, GO:0006302, GO:0000724, GO:0004527, GO:0016020, GO:0004523, GO:0005654, GO:0006260, GO:0003690, GO:0046872, GO:0006309, GO:0045876, GO:0006281, GO:0030145, GO:0006974, GO:0048256, GO:0008309, GO:0045145, GO:0090502, GO:0032991, GO:0051908, GO:0004519, GO:0005730, GO:0032201, GO:0003684, GO:0043137, GO:0005515, GO:0005634, GO:0000784","GO:0043531, GO:0000266, GO:0016021, GO:0090141, GO:0005777, GO:0005739, GO:0090314, GO:0008053, GO:0005741, GO:0005515, GO:0019003, GO:0042802"
RBX1,COX16,807,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0006294, GO:0006296, GO:0032436, GO:0070911, GO:0006293, GO:0042769, GO:0008270, GO:0070498, GO:0031461, GO:0061418, GO:0000209, GO:0043224, GO:0045116, GO:0080008, GO:0016567, GO:0031464, GO:0005634, GO:0006281, GO:0000165, GO:0033683, GO:0019788, GO:0005654, GO:0042787, GO:0043687, GO:0090090, GO:0034450, GO:0006283, GO:0030891, GO:0008134, GO:0061630, GO:0031146, GO:0006974, GO:0010972, GO:0016032, GO:0031462, GO:0031463, GO:0004842, GO:0031465, GO:0031466, GO:0031467, GO:0031625, GO:0097602, GO:0010265, GO:0005829, GO:0016055, GO:0000715, GO:0006513, GO:0019005, GO:0005515, GO:0043161, GO:0044877","GO:0031305, GO:0033617, GO:0003674, GO:0005515"
PNISR,HINFP,816,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0016607, GO:0005829, GO:0003723","GO:0042393, GO:0000082, GO:0000083, GO:0019899, GO:0010629, GO:0010628, GO:0003677, GO:0045445, GO:0001078, GO:0001701, GO:0000122, GO:0005634, GO:0003713, GO:0005654, GO:0046872, GO:0010468, GO:0000981, GO:0006281, GO:0045184, GO:0045892, GO:0045893, GO:0044212, GO:0000077, GO:0003700, GO:0005730, GO:0006974, GO:0006355, GO:0006351, GO:0005515, GO:0015030, GO:0000978, GO:0003682"
NEIL1,TRIM52,836,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104","GO:0051092, GO:0016604, GO:0008270, GO:0005622"
PSMD14,RPL26L1,846,,exp,coexpression,14,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0002181, GO:0042273, GO:0003735, GO:0070062, GO:0022625"
MAPKAP1,PARK7,856,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005737, GO:0005794, GO:0032148, GO:0031932, GO:0080025, GO:0030950, GO:0019901, GO:0031410, GO:0005829, GO:0005546, GO:0005547, GO:0005654, GO:0043325, GO:0021762, GO:0046580, GO:0005515, GO:0005886, GO:0017016, GO:0038203, GO:0070300","GO:0032148, GO:2001237, GO:0005783, GO:0032435, GO:0050681, GO:0030424, GO:0051899, GO:0043523, GO:0043524, GO:0060081, GO:0051897, GO:0007005, GO:0003713, GO:0050727, GO:0098869, GO:1903206, GO:1903428, GO:1902958, GO:1903202, GO:1903200, GO:0033234, GO:0006281, GO:0060548, GO:0044297, GO:0019900, GO:0036470, GO:0036471, GO:0036478, GO:0090073, GO:0005829, GO:0018323, GO:1901671, GO:1903377, GO:1903122, GO:1902236, GO:0050821, GO:0010629, GO:0010628, GO:0000785, GO:0030073, GO:0032091, GO:0016605, GO:1903094, GO:0010273, GO:2000157, GO:0048471, GO:0016684, GO:0005747, GO:2000277, GO:1903135, GO:1903136, GO:1901984, GO:0006954, GO:1901215, GO:0060765, GO:0051444, GO:1900182, GO:0033864, GO:0046826, GO:0006517, GO:0019249, GO:0036524, GO:0036526, GO:0036527, GO:0036528, GO:0036529, GO:0019955, GO:0019899, GO:0008233, GO:0007265, GO:0005737, GO:0045340, GO:0005634, GO:0005739, GO:0006508, GO:0003690, GO:0005507, GO:0003697, GO:0042802, GO:0042803, GO:0036531, GO:0036530, GO:0008134, GO:0070301, GO:0044390, GO:0006974, GO:0005913, GO:0007338, GO:0031397, GO:0106046, GO:0106045, GO:0106044, GO:0098793, GO:0051091, GO:1902903, GO:0051583, GO:0045296, GO:0050787, GO:0045944, GO:1903181, GO:0005515, GO:1905259, GO:0042743, GO:0005102, GO:1903208, GO:1903189, GO:2000679, GO:0003729, GO:0033138, GO:0044388, GO:1903168, GO:0042593, GO:0009438, GO:0070491, GO:0070062, GO:1990381, GO:1903197, GO:0043066, GO:0005759, GO:0005758, GO:0045560, GO:0016532, GO:1903427, GO:2001268, GO:0006469, GO:1902177, GO:0006914, GO:1903178, GO:1903073, GO:0001047, GO:0005886, GO:0034599, GO:0008344, GO:2000825, GO:0051881, GO:0045121, GO:0046295, GO:1903384, GO:0051920, GO:0097110, GO:0002866, GO:0001933, GO:0032757, GO:1903599"
ANAPC5,DMAP1,864,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0045842, GO:0070979, GO:0005634, GO:0031145, GO:0005654, GO:0019903, GO:0051301, GO:0061630, GO:0005829, GO:0007049, GO:0005680","GO:0035267, GO:0005737, GO:0006306, GO:0000122, GO:0005634, GO:0003714, GO:0005654, GO:0005657, GO:0043967, GO:0000981, GO:0006281, GO:0043968, GO:0006974, GO:0045471, GO:0045892, GO:0001103, GO:0042307, GO:0006338, GO:0005829, GO:0006351, GO:0005515, GO:0040008"
THOC1,XRCC3,867,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0003677, GO:0007165, GO:0000347, GO:0000346, GO:0005737, GO:0048297, GO:0045171, GO:0005634, GO:0005654, GO:0046784, GO:0016363, GO:0031297, GO:0006405, GO:0006406, GO:0006351, GO:0016607, GO:2000002, GO:0031124, GO:0006915, GO:0032784, GO:0032786, GO:0000445, GO:0005829, GO:0000018, GO:0008380, GO:0003723, GO:0005515, GO:0006396, GO:0000784","GO:0033063, GO:0033065, GO:0090267, GO:0010824, GO:0000784, GO:0090737, GO:0005737, GO:0000722, GO:0000724, GO:0005634, GO:0005739, GO:0005654, GO:0005657, GO:0048471, GO:0005524, GO:0000707, GO:0006310, GO:0006281, GO:0006974, GO:0007131, GO:0010033, GO:0090656, GO:0090657, GO:0000400, GO:0005829, GO:0036297, GO:0005515, GO:0008821, GO:0071140"
PARK7,UQCRQ,874,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0032148, GO:2001237, GO:0005783, GO:0032435, GO:0050681, GO:0030424, GO:0051899, GO:0043523, GO:0043524, GO:0060081, GO:0051897, GO:0007005, GO:0003713, GO:0050727, GO:0098869, GO:1903206, GO:1903428, GO:1902958, GO:1903202, GO:1903200, GO:0033234, GO:0006281, GO:0060548, GO:0044297, GO:0019900, GO:0036470, GO:0036471, GO:0036478, GO:0090073, GO:0005829, GO:0018323, GO:1901671, GO:1903377, GO:1903122, GO:1902236, GO:0050821, GO:0010629, GO:0010628, GO:0000785, GO:0030073, GO:0032091, GO:0016605, GO:1903094, GO:0010273, GO:2000157, GO:0048471, GO:0016684, GO:0005747, GO:2000277, GO:1903135, GO:1903136, GO:1901984, GO:0006954, GO:1901215, GO:0060765, GO:0051444, GO:1900182, GO:0033864, GO:0046826, GO:0006517, GO:0019249, GO:0036524, GO:0036526, GO:0036527, GO:0036528, GO:0036529, GO:0019955, GO:0019899, GO:0008233, GO:0007265, GO:0005737, GO:0045340, GO:0005634, GO:0005739, GO:0006508, GO:0003690, GO:0005507, GO:0003697, GO:0042802, GO:0042803, GO:0036531, GO:0036530, GO:0008134, GO:0070301, GO:0044390, GO:0006974, GO:0005913, GO:0007338, GO:0031397, GO:0106046, GO:0106045, GO:0106044, GO:0098793, GO:0051091, GO:1902903, GO:0051583, GO:0045296, GO:0050787, GO:0045944, GO:1903181, GO:0005515, GO:1905259, GO:0042743, GO:0005102, GO:1903208, GO:1903189, GO:2000679, GO:0003729, GO:0033138, GO:0044388, GO:1903168, GO:0042593, GO:0009438, GO:0070491, GO:0070062, GO:1990381, GO:1903197, GO:0043066, GO:0005759, GO:0005758, GO:0045560, GO:0016532, GO:1903427, GO:2001268, GO:0006469, GO:1902177, GO:0006914, GO:1903178, GO:1903073, GO:0001047, GO:0005886, GO:0034599, GO:0008344, GO:2000825, GO:0051881, GO:0045121, GO:0046295, GO:1903384, GO:0051920, GO:0097110, GO:0002866, GO:0001933, GO:0032757, GO:1903599","GO:0005750, GO:0030901, GO:0008121, GO:0006122, GO:0021539, GO:0021860, GO:0021766, GO:0005743, GO:0021854, GO:0005739, GO:0021548, GO:0021680, GO:0021794"
PSMA2,RBX1,896,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0004175, GO:0010498, GO:0019773, GO:0010499, GO:1904813, GO:0005737, GO:0005839, GO:0009615, GO:0005634, GO:0005654, GO:0006511, GO:0016579, GO:0043687, GO:0034774, GO:0000502, GO:0070062, GO:0005829, GO:0000932, GO:0043312, GO:0004298, GO:0005576, GO:0005515, GO:0043161","GO:0006294, GO:0006296, GO:0032436, GO:0070911, GO:0006293, GO:0042769, GO:0008270, GO:0070498, GO:0031461, GO:0061418, GO:0000209, GO:0043224, GO:0045116, GO:0080008, GO:0016567, GO:0031464, GO:0005634, GO:0006281, GO:0000165, GO:0033683, GO:0019788, GO:0005654, GO:0042787, GO:0043687, GO:0090090, GO:0034450, GO:0006283, GO:0030891, GO:0008134, GO:0061630, GO:0031146, GO:0006974, GO:0010972, GO:0016032, GO:0031462, GO:0031463, GO:0004842, GO:0031465, GO:0031466, GO:0031467, GO:0031625, GO:0097602, GO:0010265, GO:0005829, GO:0016055, GO:0000715, GO:0006513, GO:0019005, GO:0005515, GO:0043161, GO:0044877"
PARK7,COX8A,901,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0032148, GO:2001237, GO:0005783, GO:0032435, GO:0050681, GO:0030424, GO:0051899, GO:0043523, GO:0043524, GO:0060081, GO:0051897, GO:0007005, GO:0003713, GO:0050727, GO:0098869, GO:1903206, GO:1903428, GO:1902958, GO:1903202, GO:1903200, GO:0033234, GO:0006281, GO:0060548, GO:0044297, GO:0019900, GO:0036470, GO:0036471, GO:0036478, GO:0090073, GO:0005829, GO:0018323, GO:1901671, GO:1903377, GO:1903122, GO:1902236, GO:0050821, GO:0010629, GO:0010628, GO:0000785, GO:0030073, GO:0032091, GO:0016605, GO:1903094, GO:0010273, GO:2000157, GO:0048471, GO:0016684, GO:0005747, GO:2000277, GO:1903135, GO:1903136, GO:1901984, GO:0006954, GO:1901215, GO:0060765, GO:0051444, GO:1900182, GO:0033864, GO:0046826, GO:0006517, GO:0019249, GO:0036524, GO:0036526, GO:0036527, GO:0036528, GO:0036529, GO:0019955, GO:0019899, GO:0008233, GO:0007265, GO:0005737, GO:0045340, GO:0005634, GO:0005739, GO:0006508, GO:0003690, GO:0005507, GO:0003697, GO:0042802, GO:0042803, GO:0036531, GO:0036530, GO:0008134, GO:0070301, GO:0044390, GO:0006974, GO:0005913, GO:0007338, GO:0031397, GO:0106046, GO:0106045, GO:0106044, GO:0098793, GO:0051091, GO:1902903, GO:0051583, GO:0045296, GO:0050787, GO:0045944, GO:1903181, GO:0005515, GO:1905259, GO:0042743, GO:0005102, GO:1903208, GO:1903189, GO:2000679, GO:0003729, GO:0033138, GO:0044388, GO:1903168, GO:0042593, GO:0009438, GO:0070491, GO:0070062, GO:1990381, GO:1903197, GO:0043066, GO:0005759, GO:0005758, GO:0045560, GO:0016532, GO:1903427, GO:2001268, GO:0006469, GO:1902177, GO:0006914, GO:1903178, GO:1903073, GO:0001047, GO:0005886, GO:0034599, GO:0008344, GO:2000825, GO:0051881, GO:0045121, GO:0046295, GO:1903384, GO:0051920, GO:0097110, GO:0002866, GO:0001933, GO:0032757, GO:1903599","GO:0005743, GO:0006091, GO:0005739, GO:0016021, GO:0005515"
KPNA2,MARF1,929,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0008139, GO:0005829, GO:0016020, GO:0000018, GO:0006607, GO:0005654, GO:0061608, GO:0003723, GO:0005515, GO:0006259, GO:0042826, GO:0019054","GO:0005794, GO:0016020, GO:0006302, GO:0006281, GO:0010923, GO:0005777, GO:0010468, GO:0006974, GO:0003674, GO:0003723, GO:0048477, GO:0007143, GO:0043231"
VCP,FARSA,935,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0032510, GO:0044389, GO:0005811, GO:0006457, GO:0005783, GO:0090263, GO:0019985, GO:0034774, GO:0016236, GO:0036503, GO:0006734, GO:0005789, GO:0034214, GO:1903862, GO:0035578, GO:1903006, GO:0016887, GO:0031593, GO:0032436, GO:1904288, GO:2001171, GO:0042981, GO:0005737, GO:1903007, GO:0006888, GO:0006302, GO:0045732, GO:0043209, GO:0043161, GO:0005634, GO:0006281, GO:0051260, GO:0030970, GO:0055085, GO:0005654, GO:1903715, GO:0042802, GO:0097352, GO:0048471, GO:0016579, GO:0018279, GO:0005524, GO:1990381, GO:1904813, GO:0051228, GO:0042288, GO:0006919, GO:0019079, GO:0046034, GO:0006914, GO:0036435, GO:0031334, GO:0008289, GO:0036513, GO:0006974, GO:0019903, GO:0061857, GO:0019904, GO:0043531, GO:0030433, GO:0034098, GO:0000502, GO:1990730, GO:0010918, GO:0070062, GO:0045184, GO:2000158, GO:0031625, GO:0032991, GO:0043231, GO:0030968, GO:0035861, GO:0005829, GO:0070842, GO:0010498, GO:0043312, GO:0070987, GO:0016567, GO:0005576, GO:0071712, GO:0003723, GO:0005515, GO:1904949, GO:0035800, GO:0072389","GO:0005737, GO:0004826, GO:0000049, GO:0006432, GO:0009328, GO:0005829, GO:0016020, GO:0051290, GO:0003723, GO:0005515, GO:0005524"
GDPD3,ATXN3,967,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0070062, GO:0008081, GO:0016021, GO:0005789, GO:0048471, GO:0046872, GO:0034638","GO:1904294, GO:0034605, GO:0005886, GO:0030036, GO:0061578, GO:1904379, GO:0000226, GO:0042405, GO:0005737, GO:0005730, GO:0005789, GO:0043161, GO:0005634, GO:0036459, GO:0005654, GO:0071218, GO:0005759, GO:0016363, GO:0016579, GO:0070536, GO:0071108, GO:0006281, GO:0010810, GO:0051117, GO:0006289, GO:0006974, GO:0035520, GO:0007268, GO:0031966, GO:0004843, GO:0031625, GO:0007399, GO:0045104, GO:0005829, GO:0006355, GO:0006511, GO:0006351, GO:0005515, GO:0006515, GO:1990380"
ZFP14,COPS7B,979,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005634, GO:0006357, GO:0006351, GO:0003677, GO:0046872, GO:0000981","GO:0006974, GO:0006283, GO:0006281, GO:0000338, GO:0005829, GO:0000715, GO:0005654, GO:0005515, GO:0043687, GO:0008180"
SUN1,NEIL1,1018,,exp,coexpression,15,,xxxxxx,xxxxxx,"GO:0070197, GO:0021817, GO:0090292, GO:0043231, GO:0005639, GO:0005635, GO:0031965, GO:0007129, GO:0006998, GO:0043495, GO:0002080, GO:0007283, GO:0001503, GO:0034993, GO:0009612, GO:0005515, GO:0090286, GO:0005521, GO:0051642","GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104"
PSMD14,PAK1IP1,1040,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0042273, GO:0009968, GO:0008283, GO:0005730, GO:0060021, GO:0005515, GO:1901796"
WDR6,TP53BP1,1047,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005737, GO:0008285, GO:0005829, GO:0007050, GO:0003723, GO:0005515, GO:0005886, GO:0010507, GO:0008180","GO:0042393, GO:0035064, GO:0071481, GO:0000781, GO:0000784, GO:0061649, GO:0005737, GO:0045830, GO:0016604, GO:0006303, GO:0005634, GO:0051260, GO:0003712, GO:0005654, GO:0005657, GO:0006281, GO:0042162, GO:2000042, GO:0006974, GO:0045893, GO:0001102, GO:0000777, GO:0051091, GO:0000077, GO:1990391, GO:0035861, GO:0045944, GO:0006351, GO:0005515, GO:0002039, GO:0003684"
ANKS3,NEIL1,1083,,exp,coexpression,12,,xxxxxx,xxxxxx,GO:0005515,"GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104"
MRPL40,POLR2I,1086,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0070126, GO:0070125, GO:0005515, GO:0005634, GO:0005743, GO:0003723, GO:0005762, GO:0009653, GO:0005761","GO:0008270, GO:0003676, GO:0008543, GO:0001193, GO:0005730, GO:0005634, GO:0005654, GO:0006367, GO:0006366, GO:0006368, GO:0006283, GO:0006281, GO:0006974, GO:0060964, GO:0042795, GO:0016070, GO:0000428, GO:0000398, GO:0006370, GO:0005665, GO:0003899, GO:0006379"
RAD52,TRIM52,1090,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0006310, GO:0006974, GO:0006312, GO:0032991, GO:0006302, GO:0032993, GO:0000724, GO:0051260, GO:0005634, GO:0045002, GO:0000730, GO:0005654, GO:0010792, GO:0005515, GO:0003677, GO:2000819, GO:0034599, GO:0006281, GO:0003697, GO:0042802","GO:0051092, GO:0016604, GO:0008270, GO:0005622"
FH,VCP,1150,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005737, GO:0048873, GO:0070062, GO:0045239, GO:0005739, GO:0006099, GO:0006106, GO:0005515, GO:0004333, GO:0005759, GO:0006108","GO:0032510, GO:0044389, GO:0005811, GO:0006457, GO:0005783, GO:0090263, GO:0019985, GO:0034774, GO:0016236, GO:0036503, GO:0006734, GO:0005789, GO:0034214, GO:1903862, GO:0035578, GO:1903006, GO:0016887, GO:0031593, GO:0032436, GO:1904288, GO:2001171, GO:0042981, GO:0005737, GO:1903007, GO:0006888, GO:0006302, GO:0045732, GO:0043209, GO:0043161, GO:0005634, GO:0006281, GO:0051260, GO:0030970, GO:0055085, GO:0005654, GO:1903715, GO:0042802, GO:0097352, GO:0048471, GO:0016579, GO:0018279, GO:0005524, GO:1990381, GO:1904813, GO:0051228, GO:0042288, GO:0006919, GO:0019079, GO:0046034, GO:0006914, GO:0036435, GO:0031334, GO:0008289, GO:0036513, GO:0006974, GO:0019903, GO:0061857, GO:0019904, GO:0043531, GO:0030433, GO:0034098, GO:0000502, GO:1990730, GO:0010918, GO:0070062, GO:0045184, GO:2000158, GO:0031625, GO:0032991, GO:0043231, GO:0030968, GO:0035861, GO:0005829, GO:0070842, GO:0010498, GO:0043312, GO:0070987, GO:0016567, GO:0005576, GO:0071712, GO:0003723, GO:0005515, GO:1904949, GO:0035800, GO:0072389"
RFNG,RAD52,1186,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0007389, GO:0009887, GO:0036066, GO:0007399, GO:0030154, GO:0032092, GO:0033829, GO:0045747, GO:0005576, GO:0003674, GO:0030173, GO:0008593, GO:0008375, GO:0046872","GO:0006310, GO:0006974, GO:0006312, GO:0032991, GO:0006302, GO:0032993, GO:0000724, GO:0051260, GO:0005634, GO:0045002, GO:0000730, GO:0005654, GO:0010792, GO:0005515, GO:0003677, GO:2000819, GO:0034599, GO:0006281, GO:0003697, GO:0042802"
ATP5MC2,RPS3,1191,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0045263, GO:0015986, GO:0015991, GO:0005215, GO:0016021, GO:0046933, GO:0008289, GO:0005753, GO:0005741, GO:0042407, GO:0006754, GO:0000276","GO:0097100, GO:0000184, GO:0005783, GO:0031116, GO:2001235, GO:0019901, GO:1902546, GO:1905053, GO:0006614, GO:0019899, GO:0050862, GO:1901224, GO:0010628, GO:0042769, GO:0003677, GO:0051536, GO:0043507, GO:0070301, GO:0005925, GO:0042981, GO:0051225, GO:0051301, GO:0022627, GO:0005737, GO:0003735, GO:0072686, GO:0070062, GO:0005730, GO:0030544, GO:0070181, GO:0005634, GO:0016020, GO:0004520, GO:0032358, GO:0005654, GO:0071159, GO:0000977, GO:0005759, GO:0031397, GO:0051879, GO:0008134, GO:0006351, GO:0032357, GO:0015631, GO:0032079, GO:0032587, GO:0006281, GO:0042104, GO:0008017, GO:0006915, GO:0031334, GO:0019104, GO:0044390, GO:0003906, GO:0019900, GO:0032743, GO:0005886, GO:0007059, GO:1902231, GO:0006979, GO:0051092, GO:0005844, GO:0061481, GO:0140078, GO:0005840, GO:0005829, GO:0071356, GO:1990904, GO:0008534, GO:0006412, GO:0006974, GO:0005743, GO:2001272, GO:0051018, GO:0003723, GO:0005515, GO:0017148, GO:0044877, GO:0045739, GO:0045738, GO:0006413, GO:0003684, GO:0003729"
