,dbs,evidence type,methods,ntissues,pmids,symbol1,symbol2,uniprot1,uniprot2
20308,,exp,coexpression,12,,ATG2B,SRSF11,xxxxxx,xxxxxx
20309,,exp,coexpression,13,,CCT8,ILF2,xxxxxx,xxxxxx
20310,,exp,coexpression,10,,ZBED8,PIP4K2B,xxxxxx,xxxxxx
20311,,exp,coexpression,10,,LMNB2,SUV39H2,xxxxxx,xxxxxx
20312,,exp,coexpression,14,,MRPL51,NDUFA8,xxxxxx,xxxxxx
20313,,exp,coexpression,11,,VARS,ILF2,xxxxxx,xxxxxx
20314,,exp,coexpression,17,,RPL7A,RPL32,xxxxxx,xxxxxx
20315,,exp,coexpression,10,,LRRC59,TMX1,xxxxxx,xxxxxx
20316,,exp,coexpression,12,,TP53RK,CCDC86,xxxxxx,xxxxxx
20317,,exp,coexpression,13,,ATP5MC1,MDH2,xxxxxx,xxxxxx
20318,,exp,coexpression,11,,PSMB6,EMC4,xxxxxx,xxxxxx
20319,,exp,coexpression,13,,AIF1,RNASE6,xxxxxx,xxxxxx
20320,,exp,coexpression,10,,YWHAQ,GTPBP2,xxxxxx,xxxxxx
20321,,exp,coexpression,10,,TMED9,DNAJC3,xxxxxx,xxxxxx
20322,,exp,coexpression,13,,ETF1,EIF2S1,xxxxxx,xxxxxx
20323,,exp,coexpression,10,,CCNL1,UBL4A,xxxxxx,xxxxxx
20324,,exp,coexpression,15,,MRTO4,CCDC86,xxxxxx,xxxxxx
20325,,exp,coexpression,10,,EBNA1BP2,EIF5A,xxxxxx,xxxxxx
20326,,exp,coexpression,12,,CLPS,CELA2A,xxxxxx,xxxxxx
20327,,exp,coexpression,17,,RPS5,RPS8,xxxxxx,xxxxxx
20328,,exp,coexpression,13,,CYBB,C3AR1,xxxxxx,xxxxxx
20329,,exp,coexpression,19,,RGPD6,RGPD5,xxxxxx,xxxxxx
20330,,exp,coexpression,11,,MRPL58,MRPL15,xxxxxx,xxxxxx
20331,,exp,coexpression,10,,DDX28,F8A2,xxxxxx,xxxxxx
20332,,exp,coexpression,11,,GORASP2,PGAM5,xxxxxx,xxxxxx
20333,,exp,coexpression,18,,RPL27A,RPL32,xxxxxx,xxxxxx
20334,,exp,coexpression,10,,ENO1,SNRPD1,xxxxxx,xxxxxx
20335,,exp,coexpression,15,,RPS16,RPL12,xxxxxx,xxxxxx
20336,,exp,coexpression,11,,EBNA1BP2,CCT5,xxxxxx,xxxxxx
20337,,exp,coexpression,13,,RPS7,FAU,xxxxxx,xxxxxx
20338,,exp,coexpression,13,,LAPTM5,ITGAM,xxxxxx,xxxxxx
20339,,exp,coexpression,10,,AP1M2,OCIAD2,xxxxxx,xxxxxx
20340,,exp,coexpression,10,,ZMIZ2,SPPL2B,xxxxxx,xxxxxx
20341,,exp,coexpression,13,,EEF1G,RPL8,xxxxxx,xxxxxx
20342,,exp,coexpression,10,,XRN1,MYSM1,xxxxxx,xxxxxx
20343,,exp,coexpression,18,,RPL37,RPL37A,xxxxxx,xxxxxx
20344,,exp,coexpression,10,,ORMDL2,MFSD5,xxxxxx,xxxxxx
20345,,exp,coexpression,10,,ADGRA2,SLIT2,xxxxxx,xxxxxx
20346,,exp,coexpression,14,,MPEG1,RNASE6,xxxxxx,xxxxxx
20347,,exp,coexpression,10,,NID1,MFGE8,xxxxxx,xxxxxx
20348,,exp,coexpression,11,,TXNDC5,TMED2,xxxxxx,xxxxxx
20349,,exp,coexpression,10,,PRMT3,FARSB,xxxxxx,xxxxxx
20350,,exp,coexpression,13,,NCL,NAT10,xxxxxx,xxxxxx
20351,,exp,coexpression,13,,ATP5MC1,MRPL27,xxxxxx,xxxxxx
20352,,exp,coexpression,10,,MRPS28,TUFM,xxxxxx,xxxxxx
20353,,exp,coexpression,11,,VPS36,ZRANB2,xxxxxx,xxxxxx
20354,,exp,coexpression,11,,ATP5MG,ATP5PB,xxxxxx,xxxxxx
20355,,exp,coexpression,10,,SNRPC,COX8A,xxxxxx,xxxxxx
20356,,exp,coexpression,12,,NCF2,ITGB2,xxxxxx,xxxxxx
20357,,exp,coexpression,10,,TMED9,KLHDC1,xxxxxx,xxxxxx
20358,,exp,coexpression,10,,PRPF39,ZNF224,xxxxxx,xxxxxx
20359,,exp,coexpression,11,,PPIB,MRPL3,xxxxxx,xxxxxx
20360,,exp,coexpression,10,,PABPN1,DMAP1,xxxxxx,xxxxxx
20361,,exp,coexpression,12,,CCDC124,NDUFAF2,xxxxxx,xxxxxx
20362,,exp,coexpression,10,,LAT,PRSS53,xxxxxx,xxxxxx
20363,,exp,coexpression,10,,ZEB2,VIM,xxxxxx,xxxxxx
20364,,exp,coexpression,15,,TOMM40,ABCE1,xxxxxx,xxxxxx
20365,,exp,coexpression,11,,PAN2,RNPC3,xxxxxx,xxxxxx
20366,,exp,coexpression,10,,APOO,ATP5F1C,xxxxxx,xxxxxx
20367,,exp,coexpression,11,,MRPS16,PDF,xxxxxx,xxxxxx
20368,,exp,coexpression,15,,SNX22,MYDGF,xxxxxx,xxxxxx
20369,,exp,coexpression,11,,TRAF3IP3,CARD11,xxxxxx,xxxxxx
20370,,exp,coexpression,15,,BYSL,CCDC86,xxxxxx,xxxxxx
20371,,exp,coexpression,13,,BYSL,RIOK1,xxxxxx,xxxxxx
20372,,exp,coexpression,13,,AIMP2,EXOSC4,xxxxxx,xxxxxx
20373,,exp,coexpression,10,,CAPZA2,FAM184B,xxxxxx,xxxxxx
20374,,exp,coexpression,10,,MTCH2,MAIP1,xxxxxx,xxxxxx
20375,,exp,coexpression,10,,IFITM3,ARPC1B,xxxxxx,xxxxxx
20376,,exp,coexpression,11,,ZNF471,ATM,xxxxxx,xxxxxx
20377,,exp,coexpression,11,,COPS3,NAA20,xxxxxx,xxxxxx
20378,,exp,coexpression,10,,PRDX5,MRPS33,xxxxxx,xxxxxx
20379,,exp,coexpression,10,,ANKRD13D,AP1G2,xxxxxx,xxxxxx
20380,,exp,coexpression,10,,SNRPA1,C1orf159,xxxxxx,xxxxxx
20381,,exp,coexpression,14,,RPL17-C18orf32,RPS16,xxxxxx,xxxxxx
20382,,exp,coexpression,14,,FAM156B,TRIM52,xxxxxx,xxxxxx
20383,,exp,coexpression,15,,RPL27,RPS9,xxxxxx,xxxxxx
20384,,exp,coexpression,13,,RPS23,EEF1B2,xxxxxx,xxxxxx
20385,,exp,coexpression,10,,MRPL58,ATP5MF-PTCD1,xxxxxx,xxxxxx
20386,,exp,coexpression,10,,TNFRSF1B,RAP1B,xxxxxx,xxxxxx
20387,,exp,coexpression,11,,DDX39B,CLASRP,xxxxxx,xxxxxx
20388,,exp,coexpression,10,,TSFM,FARSA,xxxxxx,xxxxxx
20389,,exp,coexpression,16,,RPS25,RPL37A,xxxxxx,xxxxxx
20390,,exp,coexpression,13,,LRRC59,PRELID1,xxxxxx,xxxxxx
20391,,exp,coexpression,10,,SSR1,HYOU1,xxxxxx,xxxxxx
20392,,exp,coexpression,16,,PPAN,GNL2,xxxxxx,xxxxxx
20393,,exp,coexpression,10,,NDUFB5,SUCLG1,xxxxxx,xxxxxx
20394,,exp,coexpression,10,,CNOT11,FASTKD5,xxxxxx,xxxxxx
20395,,exp,coexpression,10,,CCDC130,TMEM259,xxxxxx,xxxxxx
20396,,exp,coexpression,10,,TXNDC9,PDF,xxxxxx,xxxxxx
20397,,exp,coexpression,10,,COX20,LCAT,xxxxxx,xxxxxx
20398,,exp,coexpression,12,,SLC52A2,SLC35C1,xxxxxx,xxxxxx
20399,,exp,coexpression,16,,PECAM1,CD93,xxxxxx,xxxxxx
20400,,exp,coexpression,12,,TEK,CLEC14A,xxxxxx,xxxxxx
20401,,exp,coexpression,14,,UTP14A,GPATCH4,xxxxxx,xxxxxx
20402,,exp,coexpression,10,,FKBP10,BICC1,xxxxxx,xxxxxx
20403,,exp,coexpression,10,,DMTF1,EXOSC4,xxxxxx,xxxxxx
20404,,exp,coexpression,15,,MRTO4,PSME3,xxxxxx,xxxxxx
20405,,exp,coexpression,13,,NIP7,DPH2,xxxxxx,xxxxxx
20406,,exp,coexpression,10,,CREBZF,ZNF76,xxxxxx,xxxxxx
20407,,exp,coexpression,13,,TGFB1I1,MYL9,xxxxxx,xxxxxx
20408,,exp,coexpression,11,,PDIA6,SEC23B,xxxxxx,xxxxxx
20409,,exp,coexpression,15,,RPLP1,RPL31,xxxxxx,xxxxxx
20410,,exp,coexpression,18,,RPS3A,RPL11,xxxxxx,xxxxxx
20411,,exp,coexpression,15,,OSMR,TNFRSF1A,xxxxxx,xxxxxx
20412,,exp,coexpression,12,,ARHGAP30,IRF5,xxxxxx,xxxxxx
20413,,exp,coexpression,14,,PDE12,COA7,xxxxxx,xxxxxx
20414,,exp,coexpression,12,,GPATCH4,PGAM5,xxxxxx,xxxxxx
20415,,exp,coexpression,10,,CD33,BIN2,xxxxxx,xxxxxx
20416,,exp,coexpression,12,,PRPF39,MSANTD2,xxxxxx,xxxxxx
20417,,exp,coexpression,14,,GRIPAP1,LUC7L3,xxxxxx,xxxxxx
20418,,exp,coexpression,10,,GPX8,COL6A2,xxxxxx,xxxxxx
20419,,exp,coexpression,15,,RBM5,ZNF182,xxxxxx,xxxxxx
20420,,exp,coexpression,13,,HCLS1,RNASE6,xxxxxx,xxxxxx
20421,,exp,coexpression,15,,SPRN,MTG1,xxxxxx,xxxxxx
20422,,exp,coexpression,10,,FAM120A,UGGT1,xxxxxx,xxxxxx
20423,,exp,coexpression,10,,OGT,MBD1,xxxxxx,xxxxxx
20424,,exp,coexpression,12,,POLR1A,DPH2,xxxxxx,xxxxxx
20425,,exp,coexpression,10,,PCNX3,NOL6,xxxxxx,xxxxxx
20426,,exp,coexpression,17,,RPS12,RPL35A,xxxxxx,xxxxxx
20427,,exp,coexpression,10,,STOML2,RRP15,xxxxxx,xxxxxx
20428,,exp,coexpression,11,,TTLL3,TSPOAP1,xxxxxx,xxxxxx
20429,,exp,coexpression,12,,CTC1,RBM5,xxxxxx,xxxxxx
20430,,exp,coexpression,10,,RELB,ICAM1,xxxxxx,xxxxxx
20431,,exp,coexpression,13,,LRRC59,GARS,xxxxxx,xxxxxx
20432,,exp,coexpression,10,,TARS,GRWD1,xxxxxx,xxxxxx
20433,,exp,coexpression,10,,FBXL18,RNASEH1,xxxxxx,xxxxxx
20434,,exp,coexpression,11,,CPSF3,PSMA6,xxxxxx,xxxxxx
20435,,exp,coexpression,10,,BYSL,SLC52A2,xxxxxx,xxxxxx
20436,,exp,coexpression,17,,PCDHA3,PCDHA1,xxxxxx,xxxxxx
20437,,exp,coexpression,12,,PSMD14,TIMM10,xxxxxx,xxxxxx
20438,,exp,coexpression,10,,SCFD2,EIF5A,xxxxxx,xxxxxx
20439,,exp,coexpression,11,,CCNL2,AGAP5,xxxxxx,xxxxxx
20440,,exp,coexpression,12,,TTC14,MIB2,xxxxxx,xxxxxx
20441,,exp,coexpression,10,,ITGB1,AKAP2,xxxxxx,xxxxxx
20442,,exp,coexpression,15,,TYROBP,HCK,xxxxxx,xxxxxx
20443,,exp,coexpression,12,,UQCRFS1,STRAP,xxxxxx,xxxxxx
20444,,exp,coexpression,10,,SPPL2B,CARF,xxxxxx,xxxxxx
20445,,exp,coexpression,10,,AAGAB,GSPT1,xxxxxx,xxxxxx
20446,,exp,coexpression,11,,POLR1B,PIGW,xxxxxx,xxxxxx
20447,,exp,coexpression,13,,MTCH2,MRPL15,xxxxxx,xxxxxx
20448,,exp,coexpression,10,,DHX33,WDR43,xxxxxx,xxxxxx
20449,,exp,coexpression,10,,OLFML1,KDELC2,xxxxxx,xxxxxx
20450,,exp,coexpression,12,,HNRNPAB,PNO1,xxxxxx,xxxxxx
20451,,exp,coexpression,11,,OGT,FAM111A,xxxxxx,xxxxxx
20452,,exp,coexpression,15,,ABCE1,SEH1L,xxxxxx,xxxxxx
20453,,exp,coexpression,10,,ZNF593,MRPL20,xxxxxx,xxxxxx
20454,,exp,coexpression,14,,PDCD11,UTP20,xxxxxx,xxxxxx
20455,,exp,coexpression,13,,COPS7B,STX16,xxxxxx,xxxxxx
20456,,exp,coexpression,10,,CHRDL1,SPARCL1,xxxxxx,xxxxxx
20457,,exp,coexpression,10,,SLC35B1,FARSA,xxxxxx,xxxxxx
20458,,exp,coexpression,13,,ACIN1,MBD1,xxxxxx,xxxxxx
20459,,exp,coexpression,11,,F8A2,DNAJC30,xxxxxx,xxxxxx
20460,,exp,coexpression,11,,ZCCHC8,SS18L1,xxxxxx,xxxxxx
20461,,exp,coexpression,12,,PA2G4,SERBP1,xxxxxx,xxxxxx
20462,,exp,coexpression,18,,SPI1,FCGR2A,xxxxxx,xxxxxx
20463,,exp,coexpression,14,,FERMT3,LCP1,xxxxxx,xxxxxx
20464,,exp,coexpression,10,,ACBD3,COPG1,xxxxxx,xxxxxx
20465,,exp,coexpression,10,,RBM5,ZNF493,xxxxxx,xxxxxx
20466,,exp,coexpression,14,,MDM4,DDX39B,xxxxxx,xxxxxx
20467,,exp,coexpression,12,,ZBTB26,ZNF785,xxxxxx,xxxxxx
20468,,exp,coexpression,10,,SERPINB1,NAMPT,xxxxxx,xxxxxx
20469,,exp,coexpression,10,,PLA2G2A,C3,xxxxxx,xxxxxx
20470,,exp,coexpression,15,,RPS24,RPS23,xxxxxx,xxxxxx
20471,,exp,coexpression,12,,ATP5F1E,NDUFA3,xxxxxx,xxxxxx
20472,,exp,coexpression,11,,CLPTM1L,TMEM33,xxxxxx,xxxxxx
20473,,exp,coexpression,11,,TTC14,ECHDC2,xxxxxx,xxxxxx
20474,,exp,coexpression,10,,RNASEH1,DHX36,xxxxxx,xxxxxx
20475,,exp,coexpression,10,,PDHA1,ACO2,xxxxxx,xxxxxx
20476,,exp,coexpression,16,,TTC14,ZNF248,xxxxxx,xxxxxx
20477,,exp,coexpression,16,,UTP14A,NOP14,xxxxxx,xxxxxx
20478,,exp,coexpression,10,,OPLAH,SLC25A10,xxxxxx,xxxxxx
20479,,exp,coexpression,17,,CCT2,CCT7,xxxxxx,xxxxxx
20480,,exp,coexpression,11,,TRMT6,GART,xxxxxx,xxxxxx
20481,,exp,coexpression,11,,SP140L,SP140,xxxxxx,xxxxxx
20482,,exp,coexpression,12,,SNRPD2,RPL41,xxxxxx,xxxxxx
20483,,exp,coexpression,13,,SNRPD2,RPL39,xxxxxx,xxxxxx
20484,,exp,coexpression,10,,NHP2,SEC61B,xxxxxx,xxxxxx
20485,,exp,coexpression,13,,CYC1,C1QBP,xxxxxx,xxxxxx
20486,,exp,coexpression,10,,MYO15B,PSMD8,xxxxxx,xxxxxx
20487,,exp,coexpression,14,,ERP44,MYDGF,xxxxxx,xxxxxx
20488,,exp,coexpression,11,,HAUS5,LIG1,xxxxxx,xxxxxx
20489,,exp,coexpression,10,,ALYREF,PSMA7,xxxxxx,xxxxxx
20490,,exp,coexpression,11,,THOC1,ASNA1,xxxxxx,xxxxxx
20491,,exp,coexpression,10,,PNISR,ZNF182,xxxxxx,xxxxxx
20492,,exp,coexpression,10,,MYO1F,TFEC,xxxxxx,xxxxxx
20493,,exp,coexpression,11,,ETF1,ABCF2,xxxxxx,xxxxxx
20494,,exp,coexpression,11,,CSRP1,ACTA2,xxxxxx,xxxxxx
20495,,exp,coexpression,15,,EIF2S1,PSMC4,xxxxxx,xxxxxx
20496,,exp,coexpression,19,,PCDHGC5,PCDHGA12,xxxxxx,xxxxxx
20497,,exp,coexpression,10,,MPEG1,FGD2,xxxxxx,xxxxxx
20498,,exp,coexpression,19,,PCDHGB7,PCDHGC5,xxxxxx,xxxxxx
20499,,exp,coexpression,11,,EVC,CIAPIN1,xxxxxx,xxxxxx
20500,,exp,coexpression,17,,PCDHA3,PCDHA12,xxxxxx,xxxxxx
20501,,exp,coexpression,10,,ZCRB1,TMEM14C,xxxxxx,xxxxxx
20502,,exp,coexpression,14,,ATP5PB,C1QBP,xxxxxx,xxxxxx
20503,,exp,coexpression,11,,PABPN1,FAM193B,xxxxxx,xxxxxx
20504,,exp,coexpression,13,,RPL35A,EIF3F,xxxxxx,xxxxxx
20505,,exp,coexpression,13,,GSTM2,NICN1,xxxxxx,xxxxxx
20506,,exp,coexpression,14,,ARHGEF25,DTX3,xxxxxx,xxxxxx
20507,,exp,coexpression,10,,ECSCR,MFRP,xxxxxx,xxxxxx
20508,,exp,coexpression,10,,FLAD1,TBRG4,xxxxxx,xxxxxx
20509,,exp,coexpression,10,,PSMC2,ILF2,xxxxxx,xxxxxx
20510,,exp,coexpression,15,,RPS6,RPL18,xxxxxx,xxxxxx
20511,,exp,coexpression,15,,PGAM5,IMP4,xxxxxx,xxxxxx
20512,,exp,coexpression,12,,ITFG1,TM9SF2,xxxxxx,xxxxxx
20513,,exp,coexpression,15,,CENPT,LUC7L,xxxxxx,xxxxxx
20514,,exp,coexpression,15,,EIF3H,ATG10,xxxxxx,xxxxxx
20515,,exp,coexpression,15,,RPLP1,RPL32,xxxxxx,xxxxxx
20516,,exp,coexpression,10,,PSMB7,ATP5MF-PTCD1,xxxxxx,xxxxxx
20517,,exp,coexpression,14,,EIF5AL1,PSMB3,xxxxxx,xxxxxx
20518,,exp,coexpression,15,,RPL26,RPL18A,xxxxxx,xxxxxx
20519,,exp,coexpression,11,,NAA20,POP7,xxxxxx,xxxxxx
20520,,exp,coexpression,14,,PTPMT1,KBTBD4,xxxxxx,xxxxxx
20521,,exp,coexpression,10,,JMJD7-PLA2G4B,JMJD7,xxxxxx,xxxxxx
20522,,exp,coexpression,13,,SRSF11,TMEM259,xxxxxx,xxxxxx
20523,,exp,coexpression,10,,PLA2G4B,ZNF780B,xxxxxx,xxxxxx
20524,,exp,coexpression,11,,MAPRE1,DMAP1,xxxxxx,xxxxxx
20525,,exp,coexpression,10,,CCDC14,ALG13,xxxxxx,xxxxxx
20526,,exp,coexpression,10,,ANKZF1,DHPS,xxxxxx,xxxxxx
20527,,exp,coexpression,11,,CASP4,BCL3,xxxxxx,xxxxxx
20528,,exp,coexpression,11,,CD69,CXCR4,xxxxxx,xxxxxx
20529,,exp,coexpression,13,,PPM1G,NOP14,xxxxxx,xxxxxx
20530,,exp,coexpression,11,,CTU2,ZPR1,xxxxxx,xxxxxx
20531,,exp,coexpression,10,,NDUFV2,MRPL13,xxxxxx,xxxxxx
20532,,exp,coexpression,10,,SIGLEC9,FCGR2A,xxxxxx,xxxxxx
20533,,exp,coexpression,11,,UBN2,USP21,xxxxxx,xxxxxx
20534,,exp,coexpression,10,,RNF7,ATP5MD,xxxxxx,xxxxxx
20535,,exp,coexpression,10,,KDELR2,SLC39A7,xxxxxx,xxxxxx
20536,,exp,coexpression,10,,RTCB,PSMD8,xxxxxx,xxxxxx
20537,,exp,coexpression,10,,GFM1,MRPL3,xxxxxx,xxxxxx
20538,,exp,coexpression,10,,MRPL3,ZNF704,xxxxxx,xxxxxx
20539,,exp,coexpression,11,,COPS7B,TAZ,xxxxxx,xxxxxx
20540,,exp,coexpression,14,,ATP5MF,COX6B1,xxxxxx,xxxxxx
20541,,exp,coexpression,14,,MRPS35,MRPS16,xxxxxx,xxxxxx
20542,,exp,coexpression,11,,ATP5PF,NDUFB11,xxxxxx,xxxxxx
20543,,exp,coexpression,14,,AURKAIP1,MRPL47,xxxxxx,xxxxxx
20544,,exp,coexpression,10,,FOXP1,MTCH2,xxxxxx,xxxxxx
20545,,exp,coexpression,10,,MMACHC,PSMA4,xxxxxx,xxxxxx
20546,,exp,coexpression,11,,CCDC47,TTLL3,xxxxxx,xxxxxx
20547,,exp,coexpression,10,,AP3B1,PSMD8,xxxxxx,xxxxxx
20548,,exp,coexpression,10,,SEL1L,FICD,xxxxxx,xxxxxx
20549,,exp,coexpression,15,,VAV1,FYB1,xxxxxx,xxxxxx
20550,,exp,coexpression,12,,MRPL3,DCUN1D5,xxxxxx,xxxxxx
20551,,exp,coexpression,18,,RPL14,RPS15,xxxxxx,xxxxxx
20552,,exp,coexpression,10,,SF3B5,DRG1,xxxxxx,xxxxxx
20553,,exp,coexpression,13,,RPL23,FAU,xxxxxx,xxxxxx
20554,,exp,coexpression,12,,IPO4,NOP56,xxxxxx,xxxxxx
20555,,exp,coexpression,10,,PMM2,PTGES2,xxxxxx,xxxxxx
20556,,exp,coexpression,17,,RPL17-C18orf32,RPS10,xxxxxx,xxxxxx
20557,,exp,coexpression,10,,ZBTB3,PGBD4,xxxxxx,xxxxxx
20558,,exp,coexpression,11,,SDF2L1,NME1,xxxxxx,xxxxxx
20559,,exp,coexpression,10,,URB2,HNRNPF,xxxxxx,xxxxxx
20560,,exp,coexpression,10,,DPH2,NOL11,xxxxxx,xxxxxx
20561,,exp,coexpression,10,,PDIA6,BLOC1S5-TXNDC5,xxxxxx,xxxxxx
20562,,exp,coexpression,11,,ARHGAP30,CSF1R,xxxxxx,xxxxxx
20563,,exp,coexpression,11,,NDUFB9,UQCRQ,xxxxxx,xxxxxx
20564,,exp,coexpression,13,,RPL11,BTF3,xxxxxx,xxxxxx
20565,,exp,coexpression,11,,SNRPB2,PSMA6,xxxxxx,xxxxxx
20566,,exp,coexpression,12,,CD53,ALOX5,xxxxxx,xxxxxx
20567,,exp,coexpression,11,,TSR1,IARS,xxxxxx,xxxxxx
20568,,exp,coexpression,13,,TIAL1,TOP3B,xxxxxx,xxxxxx
20569,,exp,coexpression,16,,TOMM7,COX7C,xxxxxx,xxxxxx
20570,,exp,coexpression,11,,CYC1,POLR3H,xxxxxx,xxxxxx
20571,,exp,coexpression,11,,AAGAB,MRPL3,xxxxxx,xxxxxx
20572,,exp,coexpression,14,,MRPS35,MRPS23,xxxxxx,xxxxxx
20573,,exp,coexpression,13,,ZNF692,HP1BP3,xxxxxx,xxxxxx
20574,,exp,coexpression,11,,G3BP1,NOL11,xxxxxx,xxxxxx
20575,,exp,coexpression,11,,GRPEL1,TOMM40,xxxxxx,xxxxxx
20576,,exp,coexpression,11,,HCLS1,IRAK3,xxxxxx,xxxxxx
20577,,exp,coexpression,12,,CDH11,COL1A2,xxxxxx,xxxxxx
20578,,exp,coexpression,11,,VAMP1,PNISR,xxxxxx,xxxxxx
20579,,exp,coexpression,10,,MRTO4,NPM3,xxxxxx,xxxxxx
20580,,exp,coexpression,16,,RPL13A,RPL32,xxxxxx,xxxxxx
20581,,exp,coexpression,14,,GRWD1,NUFIP1,xxxxxx,xxxxxx
20582,,exp,coexpression,11,,UQCRFS1,MDH1,xxxxxx,xxxxxx
20583,,exp,coexpression,13,,URB2,TP53RK,xxxxxx,xxxxxx
20584,,exp,coexpression,10,,TMEM63A,AP1G2,xxxxxx,xxxxxx
20585,,exp,coexpression,11,,MAP4K1,TMC8,xxxxxx,xxxxxx
20586,,exp,coexpression,17,,SBNO2,BCL3,xxxxxx,xxxxxx
20587,,exp,coexpression,17,,RPS7,RPL26,xxxxxx,xxxxxx
20588,,exp,coexpression,10,,RETSAT,NT5DC1,xxxxxx,xxxxxx
20589,,exp,coexpression,10,,HNRNPAB,SLC27A1,xxxxxx,xxxxxx
20590,,exp,coexpression,17,,RPL26,RPS29,xxxxxx,xxxxxx
20591,,exp,coexpression,12,,CALR,CANX,xxxxxx,xxxxxx
20592,,exp,coexpression,13,,METTL1,SNRPD1,xxxxxx,xxxxxx
20593,,exp,coexpression,13,,RAB5IF,ARPC5L,xxxxxx,xxxxxx
20594,,exp,coexpression,10,,GRPEL1,ZPR1,xxxxxx,xxxxxx
20595,,exp,coexpression,13,,ZBED8,ZNF785,xxxxxx,xxxxxx
20596,,exp,coexpression,11,,EIF2S1,TIGAR,xxxxxx,xxxxxx
20597,,exp,coexpression,12,,SC5D,CYP51A1,xxxxxx,xxxxxx
20598,,exp,coexpression,14,,ARGLU1,CEP95,xxxxxx,xxxxxx
20599,,exp,coexpression,10,,CCT2,OGFOD1,xxxxxx,xxxxxx
20600,,exp,coexpression,16,,RPL13A,RPSA,xxxxxx,xxxxxx
20601,,exp,coexpression,13,,IPO7,IPO5,xxxxxx,xxxxxx
20602,,exp,coexpression,16,,FH,AIFM1,xxxxxx,xxxxxx
20603,,exp,coexpression,11,,MYCT1,ARHGEF15,xxxxxx,xxxxxx
20604,,exp,coexpression,17,,RDH14,NT5C1B-RDH14,xxxxxx,xxxxxx
20605,,exp,coexpression,11,,UQCRFS1,TUFM,xxxxxx,xxxxxx
20606,,exp,coexpression,11,,PRPF39,ANKRD10,xxxxxx,xxxxxx
20607,,exp,coexpression,11,,PES1,SRPRB,xxxxxx,xxxxxx
20608,,exp,coexpression,11,,UXT,RPL37A,xxxxxx,xxxxxx
20609,,exp,coexpression,16,,LAPTM5,FCER1G,xxxxxx,xxxxxx
20610,,exp,coexpression,12,,PTRH2,TWNK,xxxxxx,xxxxxx
20611,,exp,coexpression,12,,BTAF1,FNBP4,xxxxxx,xxxxxx
20612,,exp,coexpression,10,,COPS9,COX5B,xxxxxx,xxxxxx
20613,,exp,coexpression,10,,PDCD11,NOC2L,xxxxxx,xxxxxx
20614,,exp,coexpression,10,,TMEM47,CAP2,xxxxxx,xxxxxx
20615,,exp,coexpression,10,,TGIF2-RAB5IF,EMC7,xxxxxx,xxxxxx
20616,,exp,coexpression,10,,MRPS36,COX7B,xxxxxx,xxxxxx
20617,,exp,coexpression,10,,DPP3,USP5,xxxxxx,xxxxxx
20618,,exp,coexpression,16,,PRSS1,CEL,xxxxxx,xxxxxx
20619,,exp,coexpression,11,,NFAM1,BIN2,xxxxxx,xxxxxx
20620,,exp,coexpression,14,,MRPS16,MRPL3,xxxxxx,xxxxxx
20621,,exp,coexpression,19,,PCDHGC3,PCDHGA10,xxxxxx,xxxxxx
20622,,exp,coexpression,10,,FAM98A,OGFOD1,xxxxxx,xxxxxx
20623,,exp,coexpression,10,,UTP14A,PTRH2,xxxxxx,xxxxxx
20624,,exp,coexpression,10,,TOMM5,EIF2S2,xxxxxx,xxxxxx
20625,,exp,coexpression,11,,ZNF638,CEP290,xxxxxx,xxxxxx
20626,,exp,coexpression,13,,GART,SRPRB,xxxxxx,xxxxxx
20627,,exp,coexpression,14,,SRSF5,OGT,xxxxxx,xxxxxx
20628,,exp,coexpression,13,,PSMD1,STRAP,xxxxxx,xxxxxx
20629,,exp,coexpression,11,,MRPS11,POP4,xxxxxx,xxxxxx
20630,,exp,coexpression,10,,GPATCH4,C11orf98,xxxxxx,xxxxxx
20631,,exp,coexpression,11,,KIAA0100,PRKDC,xxxxxx,xxxxxx
20632,,exp,coexpression,14,,TYROBP,CTSS,xxxxxx,xxxxxx
20633,,exp,coexpression,14,,PSMA1,PSMB1,xxxxxx,xxxxxx
20634,,exp,coexpression,10,,CLK4,USP21,xxxxxx,xxxxxx
20635,,exp,coexpression,14,,FAM156A,TRIM52,xxxxxx,xxxxxx
20636,,exp,coexpression,14,,GTPBP4,RRP15,xxxxxx,xxxxxx
20637,,exp,coexpression,10,,SBNO2,LRG1,xxxxxx,xxxxxx
20638,,exp,coexpression,10,,LETM1,PSME3,xxxxxx,xxxxxx
20639,,exp,coexpression,10,,ATXN2L,MLLT6,xxxxxx,xxxxxx
20640,,exp,coexpression,12,,SCFD2,VARS,xxxxxx,xxxxxx
20641,,exp,coexpression,15,,MS4A6A,TFEC,xxxxxx,xxxxxx
20642,,exp,coexpression,18,,PNLIP,REG1A,xxxxxx,xxxxxx
20643,,exp,coexpression,10,,DMAP1,CCDC191,xxxxxx,xxxxxx
20644,,exp,coexpression,10,,CBX7,SAP30L,xxxxxx,xxxxxx
20645,,exp,coexpression,18,,RPL18A,RPS15,xxxxxx,xxxxxx
20646,,exp,coexpression,13,,RPL10,RPL29,xxxxxx,xxxxxx
20647,,exp,coexpression,11,,PCDHB9,PCDHB10,xxxxxx,xxxxxx
20648,,exp,coexpression,10,,ABCE1,LARP4,xxxxxx,xxxxxx
